
time,ax,ay,az,wx,wy,wz,
0.002,-0.17,0.94,-0.30,0.31,0.17,-0.15,
0.002,-0.15,0.98,-0.21,0.31,0.17,-0.15,
0.002,-0.15,0.98,-0.21,0.28,0.16,-0.14,
0.002,-0.15,0.98,-0.21,0.26,0.16,-0.13,
0.002,-0.10,0.98,-0.09,0.26,0.16,-0.13,
0.002,-0.10,0.98,-0.09,0.24,0.16,-0.11,
0.003,-0.10,0.98,-0.09,0.23,0.15,-0.10,
0.003,-0.05,0.99,0.03,0.23,0.15,-0.10,
0.005,-0.05,0.99,0.03,0.22,0.15,-0.08,
0.008,-0.16,1.08,0.06,0.22,0.15,-0.08,
0.008,-0.16,1.08,0.06,0.21,0.15,-0.06,
0.01,-0.16,1.08,0.06,0.20,0.16,-0.03,
0.012,-0.16,1.08,0.06,0.19,0.16,-0.01,
0.013,-0.23,1.19,0.03,0.19,0.16,-0.01,
0.015,-0.23,1.19,0.03,0.17,0.17,0.02,
0.017,-0.23,1.19,0.03,0.16,0.17,0.04,
0.018,-0.25,1.24,-0.10,0.16,0.17,0.04,
0.021,-0.25,1.24,-0.10,0.14,0.17,0.07,
0.022,-0.25,1.24,-0.10,0.12,0.16,0.09,
0.023,-0.19,1.08,-0.08,0.12,0.16,0.09,
0.025,-0.19,1.08,-0.08,0.10,0.14,0.10,
0.027,-0.19,1.08,-0.08,0.09,0.11,0.11,
0.028,-0.24,0.83,0.08,0.09,0.11,0.11,
0.03,-0.24,0.83,0.08,0.07,0.09,0.13,
0.032,-0.24,0.83,0.08,0.05,0.08,0.14,
0.032,-0.32,0.71,0.13,0.05,0.08,0.14,
0.034,-0.32,0.71,0.13,0.04,0.08,0.15,
0.037,-0.32,0.71,0.13,0.02,0.07,0.15,
0.037,-0.19,0.61,0.17,0.02,0.07,0.15,
0.039,-0.19,0.61,0.17,0.01,0.06,0.16,
0.043,-0.05,0.52,0.26,0.01,0.06,0.16,
0.043,-0.05,0.52,0.26,0.00,0.05,0.16,
0.046,-0.05,0.52,0.26,-0.01,0.04,0.16,
0.047,-0.05,0.52,0.26,-0.01,0.03,0.15,
0.047,-0.06,0.47,0.37,-0.01,0.03,0.15,
0.049,-0.06,0.47,0.37,-0.01,0.02,0.15,
0.052,-0.06,0.47,0.37,-0.01,0.01,0.15,
