
time,ax,ay,az,wx,wy,wz,
0.003,0.08,0.66,3.25,-0.69,-0.13,-0.51,
0.003,-0.06,0.73,3.12,-0.69,-0.13,-0.51,
0.003,-0.06,0.73,3.12,-0.72,-0.13,-0.49,
0.003,-0.06,0.73,3.12,-0.76,-0.12,-0.46,
0.003,-0.16,0.58,2.77,-0.76,-0.12,-0.46,
0.003,-0.16,0.58,2.77,-0.79,-0.12,-0.44,
0.004,-0.16,0.58,2.77,-0.83,-0.11,-0.42,
0.004,-0.16,0.35,2.38,-0.83,-0.11,-0.42,
0.008,-0.16,0.35,2.38,-0.86,-0.11,-0.40,
0.008,-0.16,0.35,2.38,-0.90,-0.12,-0.38,
0.008,0.01,0.12,2.06,-0.90,-0.12,-0.38,
0.009,0.01,0.12,2.06,-0.93,-0.12,-0.37,
0.012,0.01,0.12,2.06,-0.96,-0.13,-0.37,
0.012,0.29,-0.19,1.57,-0.96,-0.13,-0.37,
0.014,0.29,-0.19,1.57,-1.00,-0.15,-0.37,
0.017,0.29,-0.19,1.57,-1.03,-0.16,-0.37,
0.017,0.56,-0.58,1.07,-1.03,-0.16,-0.37,
0.019,0.56,-0.58,1.07,-1.07,-0.17,-0.38,
0.023,0.71,-1.02,0.72,-1.07,-0.17,-0.38,
0.023,0.71,-1.02,0.72,-1.10,-0.19,-0.39,
0.024,0.71,-1.02,0.72,-1.12,-0.21,-0.41,
0.027,0.71,-1.02,0.72,-1.15,-0.23,-0.43,
0.027,0.85,-1.45,0.54,-1.15,-0.23,-0.43,
0.029,0.85,-1.45,0.54,-1.18,-0.26,-0.46,
0.032,0.85,-1.45,0.54,-1.20,-0.29,-0.49,
0.032,0.85,-1.87,0.40,-1.20,-0.29,-0.49,
0.034,0.85,-1.87,0.40,-1.22,-0.31,-0.51,
0.037,0.85,-1.87,0.40,-1.23,-0.34,-0.54,
0.038,0.68,-2.05,0.45,-1.23,-0.34,-0.54,
0.039,0.68,-2.05,0.45,-1.24,-0.38,-0.56,
0.042,0.68,-2.05,0.45,-1.25,-0.42,-0.58,
0.042,0.50,-2.17,0.54,-1.25,-0.42,-0.58,
0.044,0.50,-2.17,0.54,-1.25,-0.45,-0.60,
0.047,0.50,-2.17,0.54,-1.25,-0.49,-0.61,
0.047,0.38,-2.30,0.58,-1.25,-0.49,-0.61,
0.049,0.38,-2.30,0.58,-1.24,-0.54,-0.63,
0.051,0.38,-2.30,0.58,-1.23,-0.59,-0.65,
0.052,0.30,-2.53,0.82,-1.23,-0.59,-0.65,
0.055,0.30,-2.53,0.82,-1.20,-0.64,-0.66,
0.057,0.30,-2.53,0.82,-1.18,-0.68,-0.68,
0.057,0.20,-2.67,0.67,-1.18,-0.68,-0.68,
0.06,0.20,-2.67,0.67,-1.15,-0.70,-0.70,
0.061,0.20,-2.67,0.67,-1.13,-0.71,-0.71,
0.061,0.03,-2.56,0.23,-1.13,-0.71,-0.71,
0.063,0.03,-2.56,0.23,-1.12,-0.72,-0.72,
0.067,0.03,-2.56,0.23,-1.10,-0.72,-0.73,
0.067,-0.11,-2.42,-0.12,-1.10,-0.72,-0.73,
0.069,-0.11,-2.42,-0.12,-1.08,-0.72,-0.73,
0.071,-0.22,-2.28,-0.38,-1.08,-0.72,-0.73,
0.071,-0.22,-2.28,-0.38,-1.06,-0.71,-0.73,
0.073,-0.22,-2.28,-0.38,-1.04,-0.70,-0.73,
0.077,-0.22,-2.28,-0.38,-1.01,-0.69,-0.73,
0.077,-0.28,-2.16,-0.72,-1.01,-0.69,-0.73,
0.078,-0.28,-2.16,-0.72,-0.99,-0.67,-0.72,
0.081,-0.28,-2.16,-0.72,-0.97,-0.64,-0.72,
0.081,-0.34,-2.03,-1.03,-0.97,-0.64,-0.72,
0.083,-0.34,-2.03,-1.03,-0.96,-0.61,-0.72,
0.086,-0.34,-2.03,-1.03,-0.94,-0.59,-0.71,
0.096,-0.44,-1.93,-1.20,-0.94,-0.59,-0.71,
0.097,-0.44,-1.93,-1.20,-0.92,-0.56,-0.71,
0.097,-0.47,-1.78,-1.28,-0.92,-0.56,-0.71,
0.097,-0.47,-1.78,-1.28,-0.89,-0.54,-0.70,
0.098,-0.47,-1.78,-1.28,-0.87,-0.52,-0.69,
0.098,-0.47,-1.78,-1.28,-0.84,-0.49,-0.69,
0.098,-0.43,-1.65,-1.34,-0.84,-0.49,-0.69,
0.098,-0.43,-1.65,-1.34,-0.81,-0.47,-0.68,
0.101,-0.43,-1.65,-1.34,-0.77,-0.45,-0.68,
0.101,-0.38,-1.53,-1.32,-0.77,-0.45,-0.68,
0.104,-0.38,-1.53,-1.32,-0.73,-0.43,-0.68,
0.107,-0.38,-1.53,-1.32,-0.68,-0.41,-0.68,
0.107,-0.29,-1.44,-1.38,-0.68,-0.41,-0.68,
0.108,-0.29,-1.44,-1.38,-0.63,-0.38,-0.68,
0.112,-0.29,-1.44,-1.38,-0.58,-0.36,-0.68,
0.112,-0.22,-1.35,-1.48,-0.58,-0.36,-0.68,
0.114,-0.22,-1.35,-1.48,-0.53,-0.35,-0.68,
0.116,-0.22,-1.35,-1.48,-0.48,-0.34,-0.68,
0.116,-0.18,-1.28,-1.52,-0.48,-0.34,-0.68,
0.118,-0.18,-1.28,-1.52,-0.43,-0.33,-0.69,
0.123,-0.16,-1.23,-1.64,-0.43,-0.33,-0.69,
0.124,-0.16,-1.23,-1.64,-0.38,-0.33,-0.69,
0.124,-0.16,-1.23,-1.64,-0.33,-0.33,-0.70,
0.126,-0.16,-1.23,-1.64,-0.28,-0.32,-0.70,
0.126,-0.14,-1.15,-1.75,-0.28,-0.32,-0.70,
0.128,-0.14,-1.15,-1.75,-0.23,-0.31,-0.71,
0.131,-0.14,-1.15,-1.75,-0.18,-0.31,-0.71,
0.131,-0.16,-1.13,-1.79,-0.18,-0.31,-0.71,
0.134,-0.16,-1.13,-1.79,-0.13,-0.30,-0.72,
0.136,-0.16,-1.13,-1.79,-0.08,-0.30,-0.72,
0.137,-0.10,-1.12,-1.86,-0.08,-0.30,-0.72,
0.139,-0.10,-1.12,-1.86,-0.04,-0.30,-0.73,
0.141,-0.10,-1.12,-1.86,0.00,-0.30,-0.74,
0.141,-0.06,-1.10,-2.02,0.00,-0.30,-0.74,
0.143,-0.06,-1.10,-2.02,0.04,-0.30,-0.75,
0.146,-0.06,-1.10,-2.02,0.07,-0.29,-0.75,
0.146,-0.06,-1.06,-2.21,0.07,-0.29,-0.75,
0.148,-0.06,-1.06,-2.21,0.10,-0.29,-0.76,
0.15,-0.06,-1.06,-2.21,0.13,-0.29,-0.76,
0.15,-0.06,-0.94,-2.39,0.13,-0.29,-0.76,
0.153,-0.06,-0.94,-2.39,0.15,-0.28,-0.77,
0.156,-0.06,-0.94,-2.39,0.16,-0.27,-0.77,
0.156,-0.12,-0.76,-2.63,0.16,-0.27,-0.77,
0.159,-0.12,-0.76,-2.63,0.17,-0.26,-0.77,
0.16,-0.12,-0.76,-2.63,0.17,-0.25,-0.77,
0.161,-0.25,-0.61,-2.91,0.17,-0.25,-0.77,
0.163,-0.25,-0.61,-2.91,0.17,-0.25,-0.77,
0.165,-0.25,-0.61,-2.91,0.15,-0.25,-0.77,
0.167,-0.36,-0.52,-3.17,0.15,-0.25,-0.77,
0.168,-0.36,-0.52,-3.17,0.13,-0.24,-0.76,
0.172,-0.43,-0.45,-3.30,0.13,-0.24,-0.76,
0.172,-0.43,-0.45,-3.30,0.11,-0.24,-0.76,
0.173,-0.43,-0.45,-3.30,0.08,-0.24,-0.75,
0.175,-0.43,-0.45,-3.30,0.05,-0.24,-0.73,
0.176,-0.49,-0.27,-3.40,0.05,-0.24,-0.73,
0.178,-0.49,-0.27,-3.40,0.02,-0.23,-0.72,
0.18,-0.49,-0.27,-3.40,-0.01,-0.22,-0.69,
