
time,ax,ay,az,wx,wy,wz,
0.002,-0.31,0.60,0.78,0.12,0.01,-0.08,
0.002,-0.27,0.61,0.83,0.12,0.01,-0.08,
0.003,-0.27,0.61,0.83,0.14,0.01,-0.09,
0.003,-0.27,0.61,0.83,0.17,0.01,-0.10,
0.004,-0.27,0.61,0.83,0.19,0.00,-0.10,
0.004,-0.18,0.70,0.71,0.19,0.00,-0.10,
0.007,-0.18,0.70,0.71,0.21,-0.01,-0.11,
0.009,-0.18,0.70,0.71,0.22,-0.01,-0.12,
0.009,-0.08,0.79,0.51,0.22,-0.01,-0.12,
0.013,-0.08,0.79,0.51,0.22,-0.03,-0.12,
0.014,0.01,0.87,0.28,0.22,-0.03,-0.12,
0.015,0.01,0.87,0.28,0.23,-0.04,-0.13,
0.016,0.01,0.87,0.28,0.23,-0.05,-0.13,
0.019,0.01,0.87,0.28,0.23,-0.06,-0.14,
0.019,0.07,0.96,0.05,0.23,-0.06,-0.14,
0.021,0.07,0.96,0.05,0.22,-0.07,-0.15,
0.024,0.07,0.96,0.05,0.22,-0.07,-0.15,
0.025,0.11,1.05,-0.21,0.22,-0.07,-0.15,
0.026,0.11,1.05,-0.21,0.21,-0.08,-0.16,
0.029,0.11,1.05,-0.21,0.20,-0.08,-0.17,
0.029,0.14,1.13,-0.54,0.20,-0.08,-0.17,
0.032,0.14,1.13,-0.54,0.18,-0.07,-0.17,
0.033,0.14,1.13,-0.54,0.16,-0.07,-0.18,
0.034,0.16,1.17,-0.88,0.16,-0.07,-0.18,
0.036,0.16,1.17,-0.88,0.14,-0.06,-0.19,
0.038,0.16,1.17,-0.88,0.11,-0.04,-0.20,
0.039,0.14,1.23,-1.23,0.11,-0.04,-0.20,
0.041,0.14,1.23,-1.23,0.10,-0.05,-0.19,
0.043,0.14,1.23,-1.23,0.14,-0.11,-0.17,
0.044,-0.82,1.29,0.54,0.14,-0.11,-0.17,
0.047,-0.82,1.29,0.54,0.16,-0.11,-0.15,
0.049,-0.82,1.29,0.54,0.17,-0.09,-0.13,
0.049,-0.80,1.21,-0.28,0.17,-0.09,-0.13,
0.052,-0.80,1.21,-0.28,0.16,-0.05,-0.12,
0.053,-0.80,1.21,-0.28,0.14,0.00,-0.11,
0.054,-0.53,1.26,-0.99,0.14,0.00,-0.11,
0.056,-0.53,1.26,-0.99,0.10,0.06,-0.11,
0.058,-0.53,1.26,-0.99,0.06,0.10,-0.12,
0.059,-0.26,1.20,-1.28,0.06,0.10,-0.12,
0.061,-0.26,1.20,-1.28,0.03,0.13,-0.13,
0.071,-0.26,1.20,-1.28,-0.00,0.13,-0.14,
0.071,-0.11,1.12,-1.22,-0.00,0.13,-0.14,
0.072,-0.11,1.12,-1.22,-0.03,0.12,-0.15,
0.072,-0.11,1.12,-1.22,-0.05,0.10,-0.16,
0.072,-0.11,0.92,-1.02,-0.05,0.10,-0.16,
0.073,-0.11,0.92,-1.02,-0.07,0.07,-0.17,
0.073,-0.11,0.92,-1.02,-0.09,0.04,-0.18,
0.074,-0.18,0.73,-0.73,-0.09,0.04,-0.18,
0.076,-0.18,0.73,-0.73,-0.10,0.01,-0.18,
0.079,-0.18,0.73,-0.73,-0.11,-0.03,-0.19,
0.08,-0.27,0.60,-0.33,-0.11,-0.03,-0.19,
0.081,-0.27,0.60,-0.33,-0.11,-0.06,-0.20,
0.083,-0.27,0.60,-0.33,-0.11,-0.10,-0.21,
0.084,-0.30,0.55,0.03,-0.11,-0.10,-0.21,
