
time,ax,ay,az,wx,wy,wz,
0.008,-0.04,-0.03,0.07,0.03,-0.01,-0.01,
0.008,-0.25,0.11,-0.22,0.03,-0.01,-0.01,
0.009,-0.25,0.11,-0.22,0.02,-0.00,-0.01,
0.009,-0.25,0.11,-0.22,0.02,-0.00,0.00,
0.009,-0.26,0.14,-0.27,0.02,-0.00,0.00,
0.009,-0.26,0.14,-0.27,0.02,-0.01,0.00,
0.009,-0.20,0.06,-0.23,0.02,-0.01,0.00,
0.009,-0.20,0.06,-0.23,0.02,-0.01,0.00,
0.01,-0.20,0.06,-0.23,0.01,-0.01,0.01,
0.01,-0.20,0.06,-0.23,0.01,-0.02,0.01,
0.01,-0.16,0.00,-0.17,0.01,-0.02,0.01,
0.01,-0.16,0.00,-0.17,0.01,-0.02,0.01,
0.013,-0.16,0.00,-0.17,0.01,-0.02,0.01,
0.013,-0.08,-0.01,-0.14,0.01,-0.02,0.01,
0.015,-0.08,-0.01,-0.14,0.01,-0.01,0.01,
0.017,-0.01,0.01,-0.10,0.01,-0.01,0.01,
0.017,-0.01,0.01,-0.10,0.00,-0.01,0.01,
0.02,-0.01,0.01,-0.10,0.00,-0.01,0.01,
0.023,-0.01,0.01,-0.10,0.00,-0.01,0.01,
0.023,0.07,-0.05,-0.04,0.00,-0.01,0.01,
0.025,0.07,-0.05,-0.04,0.00,-0.01,0.01,
0.027,0.12,-0.08,0.01,0.00,-0.01,0.01,
0.027,0.12,-0.08,0.01,0.00,-0.01,0.01,
0.031,0.12,-0.08,0.01,0.00,-0.01,0.01,
0.033,0.12,-0.08,0.01,0.00,-0.01,0.00,
0.033,0.11,-0.06,0.10,0.00,-0.01,0.00,
0.035,0.11,-0.06,0.10,0.00,-0.01,0.00,
0.037,0.11,-0.06,0.10,0.00,-0.01,0.00,
0.038,0.13,-0.04,0.11,0.00,-0.01,0.00,
0.04,0.13,-0.04,0.11,0.00,-0.01,0.00,
0.042,0.10,-0.06,0.09,0.00,-0.01,0.00,
0.043,0.10,-0.06,0.09,0.01,-0.01,-0.00,
0.044,0.10,-0.06,0.09,0.01,-0.01,-0.00,
0.047,0.10,-0.06,0.09,0.01,-0.01,-0.00,
0.048,0.12,-0.06,0.14,0.01,-0.01,-0.00,
