
time,ax,ay,az,wx,wy,wz,
0.002,0.10,-0.48,0.22,-0.14,0.37,-0.07,
0.003,0.10,-0.48,0.22,-0.17,0.34,-0.06,
0.003,0.05,-0.51,-0.18,-0.17,0.34,-0.06,
0.003,0.05,-0.51,-0.18,-0.19,0.33,-0.06,
0.004,0.05,-0.51,-0.18,-0.22,0.34,-0.06,
0.004,0.29,-0.52,-0.79,-0.22,0.34,-0.06,
0.006,0.29,-0.52,-0.79,-0.26,0.38,-0.06,
0.009,0.29,-0.52,-0.79,-0.30,0.43,-0.07,
0.009,0.49,-0.52,-1.15,-0.30,0.43,-0.07,
0.012,0.49,-0.52,-1.15,-0.34,0.49,-0.07,
0.015,0.49,-0.52,-1.15,-0.36,0.56,-0.07,
0.015,0.66,-0.41,-0.88,-0.36,0.56,-0.07,
0.016,0.66,-0.41,-0.88,-0.38,0.62,-0.08,
0.019,0.76,-0.29,-0.48,-0.38,0.62,-0.08,
0.019,0.76,-0.29,-0.48,-0.39,0.69,-0.08,
0.021,0.76,-0.29,-0.48,-0.39,0.76,-0.08,
0.024,0.76,-0.29,-0.48,-0.38,0.83,-0.09,
0.024,0.86,-0.24,0.01,-0.38,0.83,-0.09,
0.026,0.86,-0.24,0.01,-0.37,0.90,-0.09,
0.029,0.86,-0.24,0.01,-0.36,0.96,-0.10,
0.029,0.93,-0.30,0.24,-0.36,0.96,-0.10,
0.031,0.93,-0.30,0.24,-0.34,1.04,-0.11,
0.034,0.93,-0.30,0.24,-0.33,1.12,-0.13,
0.034,1.00,-0.44,0.16,-0.33,1.12,-0.13,
0.036,1.00,-0.44,0.16,-0.33,1.21,-0.16,
0.038,1.00,-0.44,0.16,-0.33,1.29,-0.19,
0.039,1.00,-0.71,-0.14,-0.33,1.29,-0.19,
0.041,1.00,-0.71,-0.14,-0.34,1.37,-0.23,
0.044,1.00,-0.71,-0.14,-0.36,1.46,-0.28,
0.044,0.90,-1.02,-0.69,-0.36,1.46,-0.28,
0.047,0.90,-1.02,-0.69,-0.38,1.54,-0.33,
0.049,0.90,-1.02,-0.69,-0.41,1.60,-0.38,
0.049,0.81,-1.22,-1.16,-0.41,1.60,-0.38,
