
time,ax,ay,az,wx,wy,wz,
0.008,-0.19,-0.10,0.95,0.35,0.15,0.20,
0.009,-0.27,-0.13,0.72,0.35,0.15,0.20,
0.009,-0.27,-0.13,0.72,0.32,0.14,0.19,
0.009,-0.27,-0.13,0.72,0.29,0.14,0.17,
0.009,-0.27,-0.13,0.72,0.26,0.15,0.16,
0.01,-0.31,-0.15,0.34,0.26,0.15,0.16,
0.01,-0.31,-0.15,0.34,0.22,0.16,0.15,
0.01,-0.31,-0.15,0.34,0.18,0.18,0.14,
0.01,-0.35,-0.11,-0.04,0.18,0.18,0.14,
0.013,-0.35,-0.11,-0.04,0.14,0.18,0.13,
0.016,-0.36,-0.04,-0.20,0.14,0.18,0.13,
0.016,-0.36,-0.04,-0.20,0.11,0.18,0.12,
0.017,-0.36,-0.04,-0.20,0.09,0.18,0.10,
0.02,-0.36,-0.04,-0.20,0.06,0.17,0.09,
0.02,-0.46,0.06,-0.32,0.06,0.17,0.09,
0.023,-0.46,0.06,-0.32,0.05,0.17,0.08,
0.025,-0.52,0.17,-0.44,0.05,0.17,0.08,
0.026,-0.52,0.17,-0.44,0.03,0.17,0.08,
0.028,-0.52,0.17,-0.44,0.02,0.17,0.07,
0.03,-0.52,0.17,-0.44,0.02,0.17,0.07,
0.03,-0.54,0.27,-0.49,0.02,0.17,0.07,
0.032,-0.54,0.27,-0.49,0.01,0.17,0.07,
0.035,-0.54,0.27,-0.49,0.02,0.18,0.07,
0.035,-0.54,0.35,-0.56,0.02,0.18,0.07,
0.037,-0.54,0.35,-0.56,0.02,0.18,0.07,
0.039,-0.54,0.35,-0.56,0.03,0.19,0.08,
0.04,-0.59,0.41,-0.63,0.03,0.19,0.08,
0.042,-0.59,0.41,-0.63,0.03,0.20,0.08,
0.044,-0.59,0.41,-0.63,0.04,0.21,0.09,
0.045,-0.58,0.46,-0.75,0.04,0.21,0.09,
0.047,-0.58,0.46,-0.75,0.05,0.22,0.11,
0.05,-0.62,0.46,-0.86,0.05,0.22,0.11,
0.05,-0.62,0.46,-0.86,0.06,0.23,0.12,
0.052,-0.62,0.46,-0.86,0.07,0.24,0.14,
0.054,-0.62,0.46,-0.86,0.08,0.25,0.16,
0.054,-0.61,0.45,-0.96,0.08,0.25,0.16,
0.057,-0.61,0.45,-0.96,0.08,0.26,0.17,
0.059,-0.61,0.45,-0.96,0.08,0.27,0.19,
0.06,-0.55,0.43,-1.05,0.08,0.27,0.19,
0.062,-0.55,0.43,-1.05,0.09,0.28,0.21,
0.065,-0.55,0.43,-1.05,0.09,0.28,0.23,
0.065,-0.47,0.39,-1.08,0.09,0.28,0.23,
0.067,-0.47,0.39,-1.08,0.09,0.29,0.25,
0.069,-0.47,0.39,-1.08,0.09,0.31,0.28,
0.07,-0.47,0.34,-1.23,0.09,0.31,0.28,
0.072,-0.47,0.34,-1.23,0.08,0.32,0.30,
0.075,-0.47,0.34,-1.23,0.08,0.32,0.32,
0.075,-0.33,0.28,-1.11,0.08,0.32,0.32,
0.077,-0.33,0.28,-1.11,0.07,0.32,0.34,
0.08,-0.33,0.28,-1.11,0.07,0.32,0.36,
0.08,-0.19,0.17,-0.85,0.07,0.32,0.36,
0.082,-0.19,0.17,-0.85,0.07,0.31,0.38,
0.084,-0.19,0.17,-0.85,0.07,0.31,0.39,
0.085,-0.13,0.03,-0.61,0.07,0.31,0.39,
0.087,-0.13,0.03,-0.61,0.07,0.30,0.41,
0.09,-0.04,-0.09,-0.37,0.07,0.30,0.41,
0.09,-0.04,-0.09,-0.37,0.08,0.29,0.43,
0.091,-0.04,-0.09,-0.37,0.08,0.28,0.44,
0.094,-0.04,-0.09,-0.37,0.08,0.27,0.46,
0.095,0.05,-0.21,-0.23,0.08,0.27,0.46,
0.105,0.05,-0.21,-0.23,0.09,0.26,0.47,
0.105,0.05,-0.21,-0.23,0.09,0.25,0.48,
0.106,0.20,-0.35,-0.16,0.09,0.25,0.48,
0.106,0.20,-0.35,-0.16,0.09,0.24,0.49,
0.106,0.20,-0.35,-0.16,0.09,0.23,0.50,
0.107,0.36,-0.47,-0.18,0.09,0.23,0.50,
0.107,0.36,-0.47,-0.18,0.09,0.22,0.50,
0.109,0.36,-0.47,-0.18,0.08,0.21,0.50,
0.109,0.48,-0.57,-0.16,0.08,0.21,0.50,
0.111,0.48,-0.57,-0.16,0.08,0.20,0.50,
0.114,0.48,-0.57,-0.16,0.07,0.19,0.50,
0.115,0.55,-0.65,-0.12,0.07,0.19,0.50,
0.116,0.55,-0.65,-0.12,0.07,0.17,0.50,
