
time,ax,ay,az,wx,wy,wz,
0.002,0.76,0.28,-0.70,0.02,0.02,-0.28,
0.002,0.76,0.28,-0.70,-0.00,0.01,-0.29,
0.003,0.76,0.28,-0.70,-0.03,-0.01,-0.31,
0.003,0.63,0.26,-0.44,-0.03,-0.01,-0.31,
0.003,0.63,0.26,-0.44,-0.05,-0.03,-0.31,
0.003,0.63,0.26,-0.44,-0.06,-0.05,-0.32,
0.006,0.54,0.23,-0.20,-0.06,-0.05,-0.32,
0.006,0.54,0.23,-0.20,-0.07,-0.07,-0.33,
0.008,0.54,0.23,-0.20,-0.07,-0.09,-0.33,
0.011,0.54,0.23,-0.20,-0.07,-0.11,-0.33,
0.011,0.44,0.17,0.04,-0.07,-0.11,-0.33,
0.014,0.44,0.17,0.04,-0.07,-0.13,-0.33,
0.016,0.41,0.08,0.21,-0.07,-0.13,-0.33,
0.016,0.41,0.08,0.21,-0.06,-0.14,-0.34,
0.018,0.41,0.08,0.21,-0.05,-0.15,-0.34,
0.021,0.41,0.08,0.21,-0.04,-0.16,-0.34,
0.021,0.39,0.02,0.25,-0.04,-0.16,-0.34,
0.023,0.39,0.02,0.25,-0.03,-0.16,-0.34,
0.026,0.42,-0.07,0.18,-0.03,-0.16,-0.34,
0.026,0.42,-0.07,0.18,-0.03,-0.16,-0.34,
0.028,0.42,-0.07,0.18,-0.02,-0.15,-0.35,
0.031,0.42,-0.07,0.18,-0.02,-0.14,-0.35,
0.032,0.42,-0.12,0.07,-0.02,-0.14,-0.35,
0.034,0.42,-0.12,0.07,-0.02,-0.13,-0.35,
0.036,0.42,-0.12,0.07,-0.02,-0.12,-0.34,
0.036,0.31,-0.12,-0.12,-0.02,-0.12,-0.34,
0.038,0.31,-0.12,-0.12,-0.02,-0.10,-0.33,
0.041,0.31,-0.12,-0.12,-0.03,-0.08,-0.31,
0.041,-0.17,-0.10,-0.37,-0.03,-0.08,-0.31,
0.043,-0.17,-0.10,-0.37,-0.04,-0.06,-0.29,
0.046,0.05,0.02,-0.42,-0.04,-0.06,-0.29,
0.046,0.05,0.02,-0.42,-0.05,-0.05,-0.27,
0.049,0.05,0.02,-0.42,-0.07,-0.04,-0.25,
0.051,0.24,0.13,-0.47,-0.07,-0.04,-0.25,
0.052,0.24,0.13,-0.47,-0.08,-0.04,-0.24,
0.053,0.24,0.13,-0.47,-0.09,-0.04,-0.24,
0.056,0.40,0.22,-0.48,-0.09,-0.04,-0.24,
0.056,0.40,0.22,-0.48,-0.09,-0.04,-0.23,
0.058,0.40,0.22,-0.48,-0.10,-0.03,-0.23,
