
time,ax,ay,az,wx,wy,wz,
0.007,0.53,0.23,-1.15,0.14,0.24,-0.01,
0.007,0.53,0.23,-1.15,0.08,0.22,-0.02,
0.007,0.53,0.23,-1.15,0.03,0.18,-0.03,
0.008,0.53,0.23,-1.15,-0.02,0.14,-0.04,
0.008,0.26,0.25,-0.79,-0.02,0.14,-0.04,
0.008,0.26,0.25,-0.79,-0.07,0.09,-0.04,
0.008,0.26,0.25,-0.79,-0.12,0.05,-0.04,
0.008,-0.05,0.28,-0.49,-0.12,0.05,-0.04,
0.009,-0.05,0.28,-0.49,-0.15,0.01,-0.04,
0.012,-0.05,0.28,-0.49,-0.19,-0.02,-0.03,
0.014,-0.24,0.29,-0.35,-0.19,-0.02,-0.03,
0.014,-0.24,0.29,-0.35,-0.22,-0.05,-0.03,
0.017,-0.24,0.29,-0.35,-0.25,-0.07,-0.02,
0.017,-0.27,0.34,-0.33,-0.25,-0.07,-0.02,
0.019,-0.27,0.34,-0.33,-0.27,-0.09,-0.01,
0.022,-0.27,0.34,-0.33,-0.29,-0.10,-0.00,
0.022,-0.19,0.36,-0.43,-0.29,-0.10,-0.00,
0.024,-0.19,0.36,-0.43,-0.31,-0.11,0.00,
0.027,-0.19,0.36,-0.43,-0.33,-0.11,0.01,
0.027,-0.02,0.38,-0.54,-0.33,-0.11,0.01,
0.029,-0.02,0.38,-0.54,-0.34,-0.10,0.01,
0.033,-0.02,0.38,-0.54,-0.35,-0.09,0.01,
0.033,0.11,0.35,-0.60,-0.35,-0.09,0.01,
0.034,0.11,0.35,-0.60,-0.36,-0.08,0.00,
0.037,0.22,0.31,-0.59,-0.36,-0.08,0.00,
0.037,0.22,0.31,-0.59,-0.36,-0.07,0.00,
0.039,0.22,0.31,-0.59,-0.36,-0.06,-0.00,
0.042,0.22,0.31,-0.59,-0.36,-0.04,-0.00,
0.042,0.23,0.25,-0.54,-0.36,-0.04,-0.00,
0.044,0.23,0.25,-0.54,-0.35,-0.03,-0.00,
0.047,0.20,0.23,-0.47,-0.35,-0.03,-0.00,
0.047,0.20,0.23,-0.47,-0.34,-0.01,-0.00,
0.049,0.20,0.23,-0.47,-0.33,0.01,0.00,
0.053,0.20,0.23,-0.47,-0.31,0.02,0.00,
