
time,ax,ay,az,wx,wy,wz,
0.002,-0.16,-0.21,0.31,0.02,-0.09,0.01,
0.003,-0.12,-0.35,0.29,0.02,-0.09,0.01,
0.003,-0.12,-0.35,0.29,0.02,-0.09,0.01,
0.003,-0.12,-0.35,0.29,0.01,-0.09,0.01,
0.003,-0.12,-0.26,0.32,0.01,-0.09,0.01,
0.004,-0.12,-0.26,0.32,0.01,-0.10,0.01,
0.006,-0.12,-0.26,0.32,0.01,-0.09,0.02,
0.006,-0.21,-0.13,0.23,0.01,-0.09,0.02,
0.007,-0.21,-0.13,0.23,0.02,-0.09,0.01,
0.01,-0.21,-0.13,0.23,0.02,-0.09,0.02,
0.01,-0.33,-0.04,0.18,0.02,-0.09,0.02,
0.019,-0.33,-0.04,0.18,0.01,-0.09,0.02,
0.019,-0.33,-0.04,0.18,0.01,-0.09,0.02,
0.02,-0.37,-0.00,0.17,0.01,-0.09,0.02,
0.02,-0.37,-0.00,0.17,0.01,-0.09,0.03,
0.02,-0.37,-0.00,0.17,0.01,-0.10,0.03,
0.02,-0.38,0.03,0.21,0.01,-0.10,0.03,
0.022,-0.38,0.03,0.21,0.01,-0.11,0.03,
0.025,-0.38,0.03,0.21,0.01,-0.11,0.03,
0.025,-0.34,0.01,0.15,0.01,-0.11,0.03,
0.028,-0.34,0.01,0.15,0.01,-0.11,0.03,
0.03,-0.34,0.01,0.15,0.01,-0.11,0.04,
0.03,-0.27,0.01,0.08,0.01,-0.11,0.04,
0.036,-0.27,0.01,0.08,0.01,-0.11,0.04,
0.037,-0.16,0.04,0.02,0.01,-0.11,0.04,
0.037,-0.16,0.04,0.02,0.01,-0.10,0.04,
0.038,-0.16,0.04,0.02,0.00,-0.09,0.04,
0.04,-0.16,0.04,0.02,0.01,-0.08,0.04,
0.04,-0.09,0.03,0.00,0.01,-0.08,0.04,
0.042,-0.09,0.03,0.00,0.00,-0.07,0.04,
0.046,-0.04,-0.02,-0.06,0.00,-0.07,0.04,
0.047,-0.04,-0.02,-0.06,0.00,-0.06,0.04,
0.047,-0.04,-0.02,-0.06,-0.00,-0.04,0.04,
0.05,-0.04,-0.02,-0.06,-0.00,-0.04,0.04,
