
time,ax,ay,az,wx,wy,wz,
0.01,0.01,-0.04,0.12,0.00,0.03,-0.04,
0.01,-0.02,-0.04,0.08,0.00,0.03,-0.04,
0.01,-0.02,-0.04,0.08,0.00,0.03,-0.04,
0.01,-0.02,-0.04,0.08,0.00,0.03,-0.04,
0.01,-0.05,-0.02,0.04,0.00,0.03,-0.04,
0.011,-0.05,-0.02,0.04,0.00,0.03,-0.04,
0.011,-0.05,-0.02,0.04,0.00,0.03,-0.04,
0.011,-0.05,-0.02,0.04,0.00,0.02,-0.04,
0.011,-0.12,-0.02,0.02,0.00,0.02,-0.04,
0.011,-0.12,-0.02,0.02,0.00,0.02,-0.04,
0.011,-0.16,-0.04,0.05,0.00,0.02,-0.04,
0.011,-0.16,-0.04,0.05,0.00,0.01,-0.03,
0.015,-0.16,-0.04,0.05,0.00,0.01,-0.03,
0.015,-0.15,-0.01,0.08,0.00,0.01,-0.03,
0.016,-0.15,-0.01,0.08,0.01,0.01,-0.03,
0.017,-0.15,-0.01,0.08,0.01,0.00,-0.02,
0.021,-0.09,0.00,0.05,0.01,0.00,-0.02,
0.022,-0.09,0.00,0.05,0.01,-0.00,-0.02,
0.024,-0.09,0.00,0.05,0.01,-0.01,-0.02,
0.025,-0.06,0.03,-0.01,0.01,-0.01,-0.02,
0.025,-0.06,0.03,-0.01,0.01,-0.01,-0.02,
0.028,-0.06,0.03,-0.01,0.01,-0.01,-0.02,
0.032,-0.07,0.04,0.02,0.01,-0.01,-0.02,
0.032,-0.07,0.04,0.02,0.01,-0.01,-0.02,
0.033,-0.07,0.04,0.02,0.01,-0.01,-0.02,
0.035,-0.04,0.03,0.03,0.01,-0.01,-0.02,
0.035,-0.04,0.03,0.03,0.01,-0.01,-0.01,
0.038,-0.04,0.03,0.03,0.01,-0.01,-0.01,
0.04,-0.04,0.03,0.03,0.01,-0.01,-0.01,
0.04,0.03,0.02,-0.01,0.01,-0.01,-0.01,
0.042,0.03,0.02,-0.01,0.01,-0.01,-0.01,
0.045,0.05,-0.01,-0.04,0.01,-0.01,-0.01,
0.046,0.05,-0.01,-0.04,0.01,-0.01,-0.02,
0.049,0.05,-0.01,-0.04,0.01,-0.01,-0.02,
0.05,-0.02,-0.02,-0.10,0.01,-0.01,-0.02,
0.051,-0.02,-0.02,-0.10,0.01,-0.01,-0.02,
0.056,-0.02,-0.02,-0.10,0.01,-0.01,-0.02,
0.056,-0.03,0.00,-0.07,0.01,-0.01,-0.02,
0.056,-0.03,0.00,-0.07,0.01,-0.01,-0.02,
0.059,-0.03,0.00,-0.07,0.00,-0.00,-0.01,
0.06,0.00,0.01,-0.01,0.00,-0.00,-0.01,
0.06,0.00,0.01,-0.01,0.00,-0.00,-0.01,
0.062,0.00,0.01,-0.01,0.00,-0.01,-0.01,
0.065,0.04,-0.01,0.01,0.00,-0.01,-0.01,
0.065,0.04,-0.01,0.01,0.00,-0.00,-0.01,
0.067,0.04,-0.01,0.01,0.00,-0.01,-0.01,
0.071,0.04,-0.01,0.01,0.00,-0.01,-0.02,
0.071,0.06,-0.03,0.00,0.00,-0.01,-0.02,
0.073,0.06,-0.03,0.00,0.00,-0.01,-0.02,
0.075,0.06,-0.03,0.00,0.00,-0.01,-0.02,
0.075,0.07,0.00,-0.05,0.00,-0.01,-0.02,
0.077,0.07,0.00,-0.05,0.00,-0.00,-0.02,
0.08,0.06,-0.01,-0.07,0.00,-0.00,-0.02,
0.08,0.06,-0.01,-0.07,0.00,-0.00,-0.02,
