
time,ax,ay,az,wx,wy,wz,
0.008,-0.18,0.01,0.10,0.01,-0.06,0.01,
0.008,-0.18,0.01,0.10,0.01,-0.07,0.01,
0.008,-0.04,-0.10,0.07,0.01,-0.07,0.01,
0.008,-0.04,-0.10,0.07,0.01,-0.08,0.01,
0.008,-0.04,-0.10,0.07,0.01,-0.08,0.01,
0.009,0.10,-0.08,-0.03,0.01,-0.08,0.01,
0.009,0.10,-0.08,-0.03,0.01,-0.08,0.01,
0.009,0.10,-0.08,-0.03,0.01,-0.07,0.01,
0.009,0.15,-0.01,-0.08,0.01,-0.07,0.01,
0.011,0.15,-0.01,-0.08,0.01,-0.06,0.01,
0.013,0.15,-0.01,-0.08,0.01,-0.06,0.01,
0.013,0.11,0.02,-0.03,0.01,-0.06,0.01,
0.015,0.11,0.02,-0.03,0.01,-0.05,0.01,
0.018,0.11,0.02,-0.03,0.01,-0.04,0.00,
0.018,0.01,0.02,0.00,0.01,-0.04,0.00,
0.02,0.01,0.02,0.00,0.01,-0.04,0.00,
0.024,0.01,0.02,0.00,0.02,-0.03,0.00,
0.024,-0.10,0.03,-0.03,0.02,-0.03,0.00,
0.025,-0.10,0.03,-0.03,0.02,-0.03,0.01,
0.029,-0.10,0.03,-0.03,0.01,-0.03,0.01,
0.03,-0.06,0.07,-0.10,0.01,-0.03,0.01,
0.03,-0.06,0.07,-0.10,0.01,-0.03,0.01,
0.033,-0.06,0.07,-0.10,0.01,-0.03,0.01,
0.034,0.11,0.08,-0.15,0.01,-0.03,0.01,
0.035,0.11,0.08,-0.15,0.01,-0.02,0.01,
0.038,0.11,0.08,-0.15,0.01,-0.01,0.00,
0.038,0.27,0.09,-0.12,0.01,-0.01,0.00,
0.04,0.27,0.09,-0.12,0.01,-0.00,-0.00,
0.043,0.27,0.09,-0.12,0.01,0.01,-0.00,
0.043,0.31,0.05,-0.11,0.01,0.01,-0.00,
0.046,0.31,0.05,-0.11,0.01,0.02,-0.01,
0.048,0.31,0.05,-0.11,0.01,0.03,-0.01,
0.048,0.30,-0.00,-0.14,0.01,0.03,-0.01,
0.05,0.30,-0.00,-0.14,0.00,0.04,-0.02,
0.053,0.30,-0.00,-0.14,0.00,0.05,-0.02,
0.053,0.23,-0.04,-0.13,0.00,0.05,-0.02,
0.055,0.23,-0.04,-0.13,0.00,0.05,-0.02,
0.058,0.23,-0.04,-0.13,0.00,0.06,-0.02,
0.058,0.11,-0.06,-0.12,0.00,0.06,-0.02,
0.061,0.11,-0.06,-0.12,-0.00,0.06,-0.03,
0.071,0.11,-0.06,-0.12,-0.00,0.06,-0.03,
0.071,0.08,-0.02,-0.09,-0.00,0.06,-0.03,
0.072,0.08,-0.02,-0.09,-0.00,0.06,-0.03,
0.072,0.07,0.01,-0.06,-0.00,0.06,-0.03,
0.072,0.07,0.01,-0.06,-0.01,0.05,-0.03,
0.072,0.07,0.01,-0.06,-0.01,0.05,-0.03,
0.073,0.07,0.01,-0.06,-0.01,0.05,-0.04,
0.073,0.05,0.05,-0.06,-0.01,0.05,-0.04,
0.075,0.05,0.05,-0.06,-0.01,0.04,-0.03,
0.078,0.12,0.09,-0.08,-0.01,0.04,-0.03,
0.078,0.12,0.09,-0.08,-0.01,0.04,-0.04,
0.081,0.12,0.09,-0.08,-0.01,0.05,-0.04,
0.085,0.21,0.11,-0.07,-0.01,0.05,-0.04,
0.085,0.21,0.11,-0.07,-0.01,0.05,-0.04,
0.086,0.21,0.11,-0.07,-0.01,0.06,-0.05,
