
time,ax,ay,az,wx,wy,wz,
0.003,0.13,0.10,-0.20,0.14,0.09,-0.13,
0.003,0.13,0.10,-0.20,0.11,0.09,-0.13,
0.003,0.13,0.10,-0.20,0.08,0.08,-0.14,
0.003,0.08,0.08,-0.26,0.08,0.08,-0.14,
0.003,0.08,0.08,-0.26,0.05,0.07,-0.14,
0.003,0.08,0.08,-0.26,0.02,0.06,-0.14,
0.003,0.08,0.05,-0.27,0.02,0.06,-0.14,
0.003,0.08,0.05,-0.27,-0.00,0.05,-0.15,
0.005,0.08,0.05,-0.27,-0.03,0.03,-0.15,
0.005,0.08,0.05,-0.27,-0.06,0.02,-0.15,
0.005,0.08,0.06,-0.25,-0.06,0.02,-0.15,
0.012,0.08,0.06,-0.25,-0.08,-0.00,-0.15,
0.012,0.08,0.06,-0.25,-0.10,-0.02,-0.15,
0.012,0.04,0.08,-0.21,-0.10,-0.02,-0.15,
0.012,0.04,0.08,-0.21,-0.12,-0.04,-0.15,
0.014,0.04,0.08,-0.21,-0.14,-0.05,-0.14,
0.015,-0.00,0.09,-0.13,-0.14,-0.05,-0.14,
0.017,-0.00,0.09,-0.13,-0.15,-0.06,-0.14,
0.019,0.03,0.09,-0.08,-0.15,-0.06,-0.14,
0.02,0.03,0.09,-0.08,-0.16,-0.07,-0.14,
0.022,0.03,0.09,-0.08,-0.17,-0.08,-0.14,
0.026,0.03,0.09,-0.08,-0.17,-0.08,-0.13,
0.026,0.06,0.04,0.02,-0.17,-0.08,-0.13,
0.027,0.06,0.04,0.02,-0.17,-0.09,-0.13,
0.029,0.06,0.04,0.02,-0.17,-0.09,-0.13,
0.029,0.10,-0.01,0.08,-0.17,-0.09,-0.13,
0.032,0.10,-0.01,0.08,-0.17,-0.10,-0.13,
0.034,0.10,-0.01,0.08,-0.16,-0.10,-0.13,
0.035,0.13,-0.03,0.12,-0.16,-0.10,-0.13,
0.037,0.13,-0.03,0.12,-0.15,-0.09,-0.13,
0.04,0.13,-0.03,0.12,-0.14,-0.08,-0.13,
0.04,0.16,-0.05,0.15,-0.14,-0.08,-0.13,
0.042,0.16,-0.05,0.15,-0.12,-0.07,-0.13,
0.044,0.16,-0.05,0.15,-0.11,-0.06,-0.13,
