
time,ax,ay,az,wx,wy,wz,
0.003,1.01,0.37,-1.59,0.15,0.05,-0.08,
0.003,1.01,0.37,-1.59,0.09,0.03,-0.08,
0.003,0.84,0.38,-1.45,0.09,0.03,-0.08,
0.003,0.84,0.38,-1.45,0.04,-0.00,-0.08,
0.003,0.84,0.38,-1.45,-0.01,-0.04,-0.07,
0.004,0.67,0.35,-1.29,-0.01,-0.04,-0.07,
0.004,0.67,0.35,-1.29,-0.06,-0.08,-0.07,
0.004,0.67,0.35,-1.29,-0.11,-0.11,-0.06,
0.004,0.52,0.32,-1.17,-0.11,-0.11,-0.06,
0.004,0.52,0.32,-1.17,-0.15,-0.15,-0.05,
0.007,0.52,0.32,-1.17,-0.19,-0.18,-0.04,
0.007,0.45,0.34,-1.03,-0.19,-0.18,-0.04,
0.008,0.45,0.34,-1.03,-0.23,-0.21,-0.03,
0.011,0.45,0.34,-1.03,-0.25,-0.24,-0.02,
0.011,0.45,0.34,-0.83,-0.25,-0.24,-0.02,
0.014,0.45,0.34,-0.83,-0.27,-0.26,-0.01,
0.016,0.45,0.34,-0.83,-0.29,-0.28,-0.00,
0.016,0.55,0.31,-0.61,-0.29,-0.28,-0.00,
0.018,0.55,0.31,-0.61,-0.30,-0.30,0.00,
0.021,0.55,0.31,-0.61,-0.30,-0.31,0.01,
0.021,0.64,0.27,-0.37,-0.30,-0.31,0.01,
0.024,0.64,0.27,-0.37,-0.30,-0.32,0.01,
0.026,0.64,0.27,-0.37,-0.29,-0.32,0.01,
0.026,0.71,0.22,-0.14,-0.29,-0.32,0.01,
0.028,0.71,0.22,-0.14,-0.28,-0.32,0.01,
0.031,0.71,0.22,-0.14,-0.26,-0.31,0.01,
0.031,0.80,0.17,0.05,-0.26,-0.31,0.01,
0.034,0.80,0.17,0.05,-0.24,-0.30,0.01,
0.036,0.80,0.17,0.05,-0.21,-0.29,0.01,
0.036,0.89,0.13,0.20,-0.21,-0.29,0.01,
0.039,0.89,0.13,0.20,-0.19,-0.27,0.00,
0.041,0.89,0.13,0.20,-0.16,-0.26,-0.00,
0.041,0.92,0.10,0.30,-0.16,-0.26,-0.00,
0.043,0.92,0.10,0.30,-0.13,-0.24,-0.00,
0.047,0.92,0.10,0.30,-0.10,-0.23,-0.01,
0.047,0.96,0.11,0.40,-0.10,-0.23,-0.01,
0.049,0.96,0.11,0.40,-0.07,-0.21,-0.02,
0.051,0.96,0.11,0.40,-0.04,-0.20,-0.02,
0.051,0.96,0.10,0.45,-0.04,-0.20,-0.02,
0.053,0.96,0.10,0.45,-0.01,-0.18,-0.03,
0.056,0.96,0.10,0.45,0.02,-0.17,-0.04,
0.057,0.96,0.08,0.43,0.02,-0.17,-0.04,
0.058,0.96,0.08,0.43,0.04,-0.15,-0.04,
0.061,0.96,0.08,0.43,0.06,-0.14,-0.05,
0.061,0.88,0.08,0.33,0.06,-0.14,-0.05,
0.063,0.88,0.08,0.33,0.08,-0.13,-0.05,
0.066,0.83,0.07,0.20,0.08,-0.13,-0.05,
0.066,0.83,0.07,0.20,0.10,-0.12,-0.06,
0.068,0.83,0.07,0.20,0.11,-0.11,-0.06,
0.071,0.81,0.08,0.04,0.11,-0.11,-0.06,
0.071,0.81,0.08,0.04,0.12,-0.10,-0.06,
0.073,0.81,0.08,0.04,0.12,-0.09,-0.07,
0.076,0.84,0.09,-0.11,0.12,-0.09,-0.07,
0.076,0.84,0.09,-0.11,0.12,-0.09,-0.07,
0.078,0.84,0.09,-0.11,0.12,-0.08,-0.07,
0.08,0.84,0.09,-0.11,0.11,-0.08,-0.07,
0.081,0.80,0.11,-0.25,0.11,-0.08,-0.07,
0.083,0.80,0.11,-0.25,0.10,-0.07,-0.08,
0.085,0.80,0.11,-0.25,0.09,-0.06,-0.08,
0.086,0.78,0.14,-0.34,0.09,-0.06,-0.08,
0.088,0.78,0.14,-0.34,0.08,-0.06,-0.08,
0.091,0.78,0.14,-0.34,0.06,-0.05,-0.08,
0.091,0.74,0.17,-0.36,0.06,-0.05,-0.08,
0.093,0.74,0.17,-0.36,0.05,-0.05,-0.08,
0.095,0.74,0.17,-0.36,0.03,-0.05,-0.08,
0.096,0.71,0.19,-0.34,0.03,-0.05,-0.08,
0.098,0.71,0.19,-0.34,0.02,-0.05,-0.08,
0.1,0.71,0.19,-0.34,0.00,-0.06,-0.08,
0.101,0.62,0.18,-0.29,0.00,-0.06,-0.08,
0.111,0.62,0.18,-0.29,-0.01,-0.06,-0.08,
0.111,0.62,0.18,-0.29,-0.03,-0.07,-0.08,
0.111,0.55,0.17,-0.23,-0.03,-0.07,-0.08,
0.112,0.55,0.17,-0.23,-0.04,-0.08,-0.08,
0.112,0.55,0.17,-0.23,-0.05,-0.09,-0.08,
0.112,0.45,0.19,-0.16,-0.05,-0.09,-0.08,
0.112,0.45,0.19,-0.16,-0.06,-0.10,-0.08,
0.115,0.45,0.19,-0.16,-0.07,-0.11,-0.08,
0.115,0.36,0.23,-0.06,-0.07,-0.11,-0.08,
0.117,0.36,0.23,-0.06,-0.08,-0.12,-0.07,
0.12,0.36,0.23,-0.06,-0.08,-0.13,-0.07,
0.12,0.29,0.29,-0.01,-0.08,-0.13,-0.07,
0.124,0.29,0.29,-0.01,-0.08,-0.14,-0.07,
0.126,0.26,0.33,0.04,-0.08,-0.14,-0.07,
0.126,0.26,0.33,0.04,-0.08,-0.15,-0.06,
0.129,0.26,0.33,0.04,-0.09,-0.15,-0.06,
0.13,0.27,0.37,0.07,-0.09,-0.15,-0.06,
0.13,0.27,0.37,0.07,-0.08,-0.16,-0.06,
0.132,0.27,0.37,0.07,-0.09,-0.16,-0.06,
0.137,0.30,0.41,0.10,-0.09,-0.16,-0.06,
0.137,0.30,0.41,0.10,-0.08,-0.16,-0.05,
0.138,0.30,0.41,0.10,-0.08,-0.16,-0.05,
0.143,0.33,0.41,0.12,-0.08,-0.16,-0.05,
0.143,0.33,0.41,0.12,-0.08,-0.16,-0.05,
0.143,0.33,0.41,0.12,-0.07,-0.15,-0.05,
0.146,0.34,0.42,0.12,-0.07,-0.15,-0.05,
0.146,0.34,0.42,0.12,-0.07,-0.15,-0.06,
0.147,0.34,0.42,0.12,-0.06,-0.14,-0.05,
0.152,0.34,0.42,0.12,-0.05,-0.13,-0.05,
0.153,0.36,0.42,0.12,-0.05,-0.13,-0.05,
0.153,0.36,0.42,0.12,-0.04,-0.12,-0.05,
0.156,0.35,0.43,0.16,-0.04,-0.12,-0.05,
0.156,0.35,0.43,0.16,-0.03,-0.10,-0.05,
0.158,0.35,0.43,0.16,-0.01,-0.09,-0.04,
0.16,0.35,0.43,0.16,0.00,-0.07,-0.04,
0.161,0.33,0.43,0.19,0.00,-0.07,-0.04,
0.164,0.33,0.43,0.19,0.02,-0.05,-0.04,
0.165,0.33,0.43,0.19,0.03,-0.04,-0.03,
0.165,0.34,0.44,0.20,0.03,-0.04,-0.03,
0.168,0.34,0.44,0.20,0.05,-0.02,-0.03,
0.17,0.34,0.44,0.20,0.06,-0.00,-0.03,
0.17,0.35,0.44,0.19,0.06,-0.00,-0.03,
0.173,0.35,0.44,0.19,0.07,0.01,-0.02,
0.175,0.35,0.44,0.19,0.08,0.02,-0.02,
0.175,0.37,0.46,0.17,0.08,0.02,-0.02,
0.177,0.37,0.46,0.17,0.09,0.03,-0.02,
0.18,0.37,0.46,0.17,0.10,0.04,-0.02,
0.18,0.37,0.45,0.14,0.10,0.04,-0.02,
0.182,0.37,0.45,0.14,0.11,0.04,-0.02,
0.185,0.37,0.45,0.14,0.11,0.04,-0.02,
0.185,0.36,0.42,0.09,0.11,0.04,-0.02,
0.187,0.36,0.42,0.09,0.11,0.04,-0.02,
0.19,0.34,0.38,0.04,0.11,0.04,-0.02,
0.19,0.34,0.38,0.04,0.12,0.04,-0.02,
0.193,0.34,0.38,0.04,0.12,0.04,-0.01,
0.195,0.34,0.38,0.04,0.12,0.03,-0.01,
0.203,0.34,0.36,0.03,0.12,0.03,-0.01,
0.204,0.34,0.36,0.03,0.12,0.02,-0.01,
