
time,ax,ay,az,wx,wy,wz,
0.003,0.40,0.87,0.12,0.16,0.04,-0.38,
0.003,0.54,0.77,0.56,0.16,0.04,-0.38,
0.004,0.54,0.77,0.56,0.14,0.04,-0.39,
0.004,0.76,0.96,1.91,0.14,0.04,-0.39,
0.004,0.76,0.96,1.91,0.15,0.01,-0.41,
0.005,0.76,0.96,1.91,0.17,-0.01,-0.43,
0.005,0.76,0.96,1.91,0.18,-0.01,-0.44,
0.005,0.58,0.96,1.60,0.18,-0.01,-0.44,
0.006,0.58,0.96,1.60,0.18,-0.01,-0.45,
0.015,0.55,0.98,1.11,0.18,-0.01,-0.45,
0.015,0.55,0.98,1.11,0.18,-0.01,-0.45,
0.015,0.55,0.98,1.11,0.17,-0.02,-0.45,
0.016,0.55,0.98,1.11,0.15,-0.04,-0.46,
0.016,0.73,1.07,0.62,0.15,-0.04,-0.46,
0.016,0.73,1.07,0.62,0.12,-0.06,-0.48,
0.018,0.73,1.07,0.62,0.08,-0.08,-0.50,
0.018,0.91,1.17,0.10,0.08,-0.08,-0.50,
0.02,0.91,1.17,0.10,0.04,-0.09,-0.52,
0.024,0.91,1.17,0.10,-0.01,-0.09,-0.54,
0.024,0.92,1.20,-0.41,-0.01,-0.09,-0.54,
0.025,0.92,1.20,-0.41,-0.08,-0.08,-0.56,
0.028,0.76,1.14,-0.92,-0.08,-0.08,-0.56,
0.028,0.76,1.14,-0.92,-0.15,-0.07,-0.58,
0.03,0.76,1.14,-0.92,-0.23,-0.05,-0.59,
0.033,0.76,1.14,-0.92,-0.31,-0.04,-0.60,
0.033,0.56,1.03,-1.09,-0.31,-0.04,-0.60,
0.035,0.56,1.03,-1.09,-0.40,-0.03,-0.62,
0.037,0.56,1.03,-1.09,-0.48,-0.02,-0.63,
0.038,0.33,0.97,-0.93,-0.48,-0.02,-0.63,
0.052,0.10,0.87,-0.45,-0.48,-0.02,-0.63,
0.052,-0.18,0.71,0.21,-0.48,-0.02,-0.63,
0.052,-0.18,0.71,0.21,-0.56,-0.01,-0.63,
0.053,-0.18,0.71,0.21,-0.63,-0.01,-0.64,
0.053,-0.18,0.71,0.21,-0.69,-0.00,-0.64,
0.053,-0.18,0.71,0.21,-0.75,0.00,-0.63,
0.053,-0.18,0.71,0.21,-0.78,0.00,-0.63,
0.053,-0.35,0.59,1.58,-0.78,0.00,-0.63,
0.054,-0.35,0.59,1.58,-0.80,-0.02,-0.62,
0.055,-0.35,0.59,1.58,-0.79,-0.06,-0.62,
0.057,-0.35,0.59,1.58,-0.76,-0.09,-0.61,
0.057,-0.49,0.68,2.88,-0.76,-0.09,-0.61,
0.06,-0.49,0.68,2.88,-0.73,-0.12,-0.60,
0.062,-0.49,0.68,2.88,-0.68,-0.13,-0.58,
0.063,-1.07,0.71,2.83,-0.68,-0.13,-0.58,
0.064,-1.07,0.71,2.83,-0.64,-0.16,-0.55,
0.068,-1.07,0.71,2.83,-0.59,-0.19,-0.51,
0.068,-1.38,0.46,2.62,-0.59,-0.19,-0.51,
0.07,-1.38,0.46,2.62,-0.55,-0.23,-0.47,
0.072,-1.11,0.13,2.66,-0.55,-0.23,-0.47,
0.072,-1.11,0.13,2.66,-0.49,-0.27,-0.43,
0.076,-1.11,0.13,2.66,-0.43,-0.32,-0.40,
0.077,-1.11,0.13,2.66,-0.37,-0.35,-0.38,
0.077,-0.65,-0.16,2.62,-0.37,-0.35,-0.38,
0.083,-0.65,-0.16,2.62,-0.31,-0.38,-0.36,
0.083,-0.65,-0.16,2.62,-0.25,-0.40,-0.35,
0.083,-0.30,-0.38,2.27,-0.25,-0.40,-0.35,
0.085,-0.30,-0.38,2.27,-0.19,-0.40,-0.34,
0.087,-0.30,-0.38,2.27,-0.14,-0.40,-0.33,
0.088,0.08,-0.50,1.87,-0.14,-0.40,-0.33,
0.089,0.08,-0.50,1.87,-0.08,-0.40,-0.34,
0.098,0.08,-0.50,1.87,-0.03,-0.40,-0.34,
0.098,0.41,-0.59,1.55,-0.03,-0.40,-0.34,
0.098,0.41,-0.59,1.55,0.01,-0.39,-0.34,
0.098,0.41,-0.59,1.55,0.06,-0.38,-0.35,
0.099,0.64,-0.59,1.25,0.06,-0.38,-0.35,
0.099,0.64,-0.59,1.25,0.11,-0.36,-0.36,
0.102,0.64,-0.59,1.25,0.15,-0.33,-0.36,
0.102,0.78,-0.59,0.92,0.15,-0.33,-0.36,
0.104,0.78,-0.59,0.92,0.19,-0.29,-0.37,
0.107,0.97,-0.60,0.67,0.19,-0.29,-0.37,
0.107,0.97,-0.60,0.67,0.22,-0.26,-0.38,
0.113,0.97,-0.60,0.67,0.26,-0.22,-0.39,
0.114,0.97,-0.60,0.67,0.28,-0.17,-0.40,
0.114,1.19,-0.71,0.39,0.28,-0.17,-0.40,
0.114,1.19,-0.71,0.39,0.31,-0.13,-0.42,
0.117,1.25,-0.82,0.08,0.31,-0.13,-0.42,
0.118,1.25,-0.82,0.08,0.33,-0.08,-0.43,
0.119,1.25,-0.82,0.08,0.34,-0.04,-0.44,
0.126,1.25,-0.82,0.08,0.35,0.01,-0.45,
0.126,1.25,-0.82,0.08,0.35,0.07,-0.46,
0.126,1.24,-0.92,-0.13,0.35,0.07,-0.46,
0.126,1.18,-0.95,-0.24,0.35,0.07,-0.46,
0.127,1.18,-0.95,-0.24,0.34,0.12,-0.46,
0.129,1.18,-0.95,-0.24,0.34,0.17,-0.47,
0.132,1.18,-0.95,-0.24,0.32,0.21,-0.47,
0.132,1.09,-0.95,-0.30,0.32,0.21,-0.47,
0.135,1.09,-0.95,-0.30,0.31,0.26,-0.48,
0.137,1.09,-0.95,-0.30,0.29,0.29,-0.48,
0.137,0.96,-1.01,-0.23,0.29,0.29,-0.48,
0.142,0.96,-1.01,-0.23,0.27,0.32,-0.49,
0.142,0.77,-1.06,-0.07,0.27,0.32,-0.49,
0.143,0.77,-1.06,-0.07,0.25,0.35,-0.49,
0.145,0.77,-1.06,-0.07,0.23,0.37,-0.50,
0.146,0.77,-1.06,-0.07,0.21,0.39,-0.50,
0.147,0.57,-1.11,0.15,0.21,0.39,-0.50,
0.149,0.57,-1.11,0.15,0.18,0.40,-0.50,
0.151,0.57,-1.11,0.15,0.16,0.40,-0.50,
0.151,0.31,-1.14,0.41,0.16,0.40,-0.50,
0.154,0.31,-1.14,0.41,0.14,0.40,-0.50,
0.156,0.31,-1.14,0.41,0.12,0.39,-0.49,
0.156,0.09,-1.14,0.72,0.12,0.39,-0.49,
0.159,0.09,-1.14,0.72,0.10,0.38,-0.49,
0.161,0.09,-1.14,0.72,0.09,0.35,-0.48,
0.162,-0.11,-1.17,0.98,0.09,0.35,-0.48,
0.166,-0.11,-1.17,0.98,0.07,0.32,-0.47,
0.166,-0.26,-1.21,1.17,0.07,0.32,-0.47,
0.166,-0.26,-1.21,1.17,0.07,0.29,-0.47,
0.171,-0.26,-1.21,1.17,0.06,0.25,-0.46,
0.173,-0.40,-1.30,1.24,0.06,0.25,-0.46,
0.173,-0.40,-1.30,1.24,0.05,0.20,-0.46,
0.174,-0.40,-1.30,1.24,0.04,0.16,-0.46,
0.176,-0.40,-1.30,1.24,0.04,0.11,-0.45,
0.176,-0.48,-1.34,1.23,0.04,0.11,-0.45,
0.179,-0.48,-1.34,1.23,0.03,0.07,-0.45,
0.181,-0.48,-1.34,1.23,0.03,0.02,-0.44,
0.181,-0.54,-1.40,1.14,0.03,0.02,-0.44,
0.184,-0.54,-1.40,1.14,0.03,-0.02,-0.44,
0.187,-0.54,-1.42,0.99,0.03,-0.02,-0.44,
0.187,-0.54,-1.42,0.99,0.02,-0.06,-0.44,
0.189,-0.54,-1.42,0.99,0.02,-0.10,-0.44,
0.192,-0.54,-1.42,0.99,0.02,-0.13,-0.44,
0.192,-0.52,-1.41,0.82,0.02,-0.13,-0.44,
0.193,-0.52,-1.41,0.82,0.02,-0.16,-0.44,
0.197,-0.52,-1.41,0.82,0.02,-0.19,-0.43,
0.197,-0.51,-1.41,0.62,0.02,-0.19,-0.43,
0.198,-0.51,-1.41,0.62,0.02,-0.21,-0.43,
0.201,-0.51,-1.41,0.62,0.02,-0.23,-0.43,
0.201,-0.48,-1.41,0.39,0.02,-0.23,-0.43,
0.203,-0.48,-1.41,0.39,0.02,-0.25,-0.42,
0.206,-0.43,-1.40,0.18,0.02,-0.25,-0.42,
0.206,-0.43,-1.40,0.18,0.03,-0.26,-0.42,
0.21,-0.43,-1.40,0.18,0.03,-0.27,-0.42,
0.211,-0.39,-1.40,-0.03,0.03,-0.27,-0.42,
0.211,-0.39,-1.40,-0.03,0.04,-0.28,-0.41,
0.214,-0.39,-1.40,-0.03,0.05,-0.28,-0.41,
0.22,-0.30,-1.37,-0.26,0.05,-0.28,-0.41,
0.22,-0.30,-1.37,-0.26,0.06,-0.28,-0.41,
0.22,-0.30,-1.37,-0.26,0.06,-0.28,-0.40,
0.222,-0.19,-1.33,-0.51,0.06,-0.28,-0.40,
0.222,-0.19,-1.33,-0.51,0.07,-0.27,-0.40,
0.223,-0.19,-1.33,-0.51,0.08,-0.27,-0.40,
0.226,-0.19,-1.33,-0.51,0.10,-0.26,-0.40,
0.226,-0.11,-1.28,-0.72,0.10,-0.26,-0.40,
0.23,-0.11,-1.28,-0.72,0.11,-0.25,-0.40,
0.231,-0.05,-1.21,-0.91,0.11,-0.25,-0.40,
0.231,-0.05,-1.21,-0.91,0.12,-0.24,-0.40,
0.233,-0.05,-1.21,-0.91,0.13,-0.23,-0.40,
0.236,0.03,-1.13,-1.10,0.13,-0.23,-0.40,
0.236,0.03,-1.13,-1.10,0.14,-0.22,-0.39,
0.238,0.03,-1.13,-1.10,0.15,-0.21,-0.39,
0.241,0.03,-1.13,-1.10,0.15,-0.19,-0.39,
0.241,0.12,-1.07,-1.28,0.15,-0.19,-0.39,
0.243,0.12,-1.07,-1.28,0.16,-0.18,-0.38,
0.26,0.23,-1.02,-1.42,0.16,-0.18,-0.38,
0.26,0.23,-1.02,-1.42,0.16,-0.17,-0.38,
0.261,0.23,-1.02,-1.42,0.17,-0.16,-0.37,
0.261,0.23,-1.02,-1.42,0.17,-0.15,-0.37,
0.261,0.33,-0.96,-1.55,0.17,-0.15,-0.37,
0.262,0.33,-0.96,-1.55,0.18,-0.14,-0.37,
0.262,0.45,-0.92,-1.62,0.18,-0.14,-0.37,
0.262,0.45,-0.92,-1.62,0.18,-0.13,-0.37,
0.263,0.45,-0.92,-1.62,0.18,-0.12,-0.37,
0.263,0.56,-0.88,-1.71,0.18,-0.12,-0.37,
0.263,0.56,-0.88,-1.71,0.18,-0.12,-0.37,
0.264,0.56,-0.88,-1.71,0.18,-0.11,-0.37,
0.266,0.66,-0.83,-1.80,0.18,-0.11,-0.37,
0.266,0.66,-0.83,-1.80,0.19,-0.10,-0.37,
0.268,0.66,-0.83,-1.80,0.19,-0.09,-0.38,
0.27,0.66,-0.83,-1.80,0.19,-0.09,-0.38,
0.271,0.75,-0.76,-1.87,0.19,-0.09,-0.38,
0.273,0.75,-0.76,-1.87,0.19,-0.08,-0.39,
0.275,0.75,-0.76,-1.87,0.18,-0.07,-0.39,
0.276,0.83,-0.68,-1.93,0.18,-0.07,-0.39,
0.278,0.83,-0.68,-1.93,0.18,-0.06,-0.40,
0.28,0.83,-0.68,-1.93,0.17,-0.05,-0.40,
0.281,0.90,-0.63,-1.98,0.17,-0.05,-0.40,
0.283,0.90,-0.63,-1.98,0.17,-0.04,-0.41,
0.286,0.96,-0.57,-2.00,0.17,-0.04,-0.41,
0.286,0.96,-0.57,-2.00,0.16,-0.02,-0.41,
0.288,0.96,-0.57,-2.00,0.15,-0.01,-0.42,
0.297,0.96,-0.57,-2.00,0.15,0.00,-0.42,
0.297,0.98,-0.49,-1.99,0.15,0.00,-0.42,
0.297,0.98,-0.49,-1.99,0.14,0.02,-0.43,
0.298,0.98,-0.45,-1.91,0.14,0.02,-0.43,
0.298,0.98,-0.45,-1.91,0.13,0.03,-0.43,
0.298,0.98,-0.45,-1.91,0.13,0.04,-0.43,
0.3,0.98,-0.45,-1.91,0.12,0.06,-0.43,
0.3,0.92,-0.38,-1.82,0.12,0.06,-0.43,
0.303,0.92,-0.38,-1.82,0.11,0.07,-0.44,
0.306,0.87,-0.35,-1.70,0.11,0.07,-0.44,
0.306,0.87,-0.35,-1.70,0.11,0.09,-0.44,
0.309,0.87,-0.35,-1.70,0.10,0.10,-0.44,
0.31,0.76,-0.28,-1.57,0.10,0.10,-0.44,
0.31,0.76,-0.28,-1.57,0.10,0.11,-0.43,
0.313,0.76,-0.28,-1.57,0.10,0.12,-0.43,
0.315,0.76,-0.28,-1.57,0.09,0.13,-0.43,
0.315,0.66,-0.20,-1.42,0.09,0.13,-0.43,
0.317,0.66,-0.20,-1.42,0.09,0.14,-0.42,
0.32,0.66,-0.20,-1.42,0.09,0.15,-0.42,
0.32,0.57,-0.13,-1.28,0.09,0.15,-0.42,
0.322,0.57,-0.13,-1.28,0.09,0.16,-0.41,
0.325,0.45,-0.07,-1.14,0.09,0.16,-0.41,
0.326,0.45,-0.07,-1.14,0.09,0.17,-0.40,
0.327,0.45,-0.07,-1.14,0.09,0.17,-0.39,
0.33,0.35,-0.03,-1.02,0.09,0.17,-0.39,
0.33,0.35,-0.03,-1.02,0.09,0.17,-0.37,
0.332,0.35,-0.03,-1.02,0.09,0.18,-0.36,
0.335,0.35,-0.03,-1.02,0.09,0.18,-0.35,
0.335,0.29,0.00,-0.97,0.09,0.18,-0.35,
0.337,0.29,0.00,-0.97,0.09,0.18,-0.34,
0.34,0.29,0.00,-0.97,0.09,0.18,-0.32,
0.34,0.21,0.02,-0.89,0.09,0.18,-0.32,
0.343,0.21,0.02,-0.89,0.08,0.19,-0.31,
0.345,0.21,0.02,-0.89,0.08,0.19,-0.30,
0.345,0.15,0.03,-0.82,0.08,0.19,-0.30,
0.347,0.15,0.03,-0.82,0.08,0.19,-0.29,
0.35,0.15,0.03,-0.82,0.08,0.18,-0.28,
0.35,0.09,0.03,-0.78,0.08,0.18,-0.28,
0.352,0.09,0.03,-0.78,0.08,0.18,-0.27,
0.354,0.09,0.03,-0.78,0.08,0.17,-0.26,
0.355,0.04,0.02,-0.74,0.08,0.17,-0.26,
0.358,0.04,0.02,-0.74,0.08,0.17,-0.25,
0.36,0.07,0.04,-0.74,0.08,0.17,-0.25,
0.36,0.07,0.04,-0.74,0.08,0.17,-0.24,
0.362,0.07,0.04,-0.74,0.08,0.17,-0.23,
0.364,0.07,0.04,-0.74,0.08,0.17,-0.22,
0.365,0.08,0.03,-0.76,0.08,0.17,-0.22,
0.367,0.08,0.03,-0.76,0.08,0.17,-0.21,
0.369,0.08,0.03,-0.76,0.08,0.17,-0.21,
0.37,0.09,0.05,-0.78,0.08,0.17,-0.21,
0.372,0.09,0.05,-0.78,0.08,0.17,-0.20,
0.375,0.06,0.07,-0.78,0.08,0.17,-0.20,
0.375,0.06,0.07,-0.78,0.08,0.16,-0.20,
0.377,0.06,0.07,-0.78,0.08,0.16,-0.19,
0.38,0.06,0.07,-0.78,0.09,0.16,-0.19,
0.38,0.05,0.06,-0.80,0.09,0.16,-0.19,
0.382,0.05,0.06,-0.80,0.09,0.15,-0.18,
0.385,0.05,0.06,-0.80,0.09,0.15,-0.18,
0.385,0.04,0.06,-0.82,0.09,0.15,-0.18,
0.387,0.04,0.06,-0.82,0.09,0.15,-0.17,
0.389,0.04,0.06,-0.82,0.09,0.14,-0.17,
0.389,0.03,0.07,-0.86,0.09,0.14,-0.17,
0.396,0.03,0.07,-0.86,0.10,0.14,-0.16,
