
time,ax,ay,az,wx,wy,wz,
0.003,-0.96,-0.47,-0.61,-0.02,0.42,-0.06,
0.003,-0.96,-0.47,-0.61,-0.03,0.46,-0.10,
0.004,-0.96,-0.47,-0.61,-0.06,0.51,-0.14,
0.004,-0.96,-0.47,-0.61,-0.10,0.62,-0.19,
0.004,-1.09,-0.41,-1.42,-0.10,0.62,-0.19,
0.004,-1.09,-0.41,-1.42,-0.15,0.72,-0.23,
0.004,-1.09,-0.41,-1.42,-0.21,0.81,-0.26,
0.004,-0.75,0.21,-1.59,-0.21,0.81,-0.26,
0.004,-0.75,0.21,-1.59,-0.27,0.87,-0.29,
0.004,-0.75,0.21,-1.59,-0.33,0.91,-0.32,
0.004,-0.47,0.27,-1.72,-0.33,0.91,-0.32,
0.005,-0.47,0.27,-1.72,-0.40,0.93,-0.36,
0.005,-0.41,0.00,-1.84,-0.40,0.93,-0.36,
0.005,-0.41,0.00,-1.84,-0.47,0.93,-0.39,
0.005,-0.41,0.00,-1.84,-0.54,0.90,-0.43,
0.006,-0.41,0.00,-1.84,-0.61,0.86,-0.47,
0.006,-0.44,-0.31,-1.90,-0.61,0.86,-0.47,
0.007,-0.44,-0.31,-1.90,-0.68,0.81,-0.52,
0.01,-0.44,-0.31,-1.90,-0.75,0.74,-0.57,
0.01,-0.39,-0.43,-1.88,-0.75,0.74,-0.57,
0.012,-0.39,-0.43,-1.88,-0.81,0.66,-0.60,
0.015,-0.39,-0.43,-1.88,-0.87,0.58,-0.63,
0.016,-0.38,-0.36,-1.84,-0.87,0.58,-0.63,
0.017,-0.38,-0.36,-1.84,-0.91,0.50,-0.65,
0.02,-0.38,-0.36,-1.84,-0.95,0.42,-0.67,
0.02,-0.36,-0.41,-1.75,-0.95,0.42,-0.67,
0.022,-0.36,-0.41,-1.75,-0.97,0.35,-0.68,
0.025,-0.36,-0.41,-1.75,-0.99,0.29,-0.68,
0.025,-0.18,-0.60,-1.35,-0.99,0.29,-0.68,
0.027,-0.18,-0.60,-1.35,-0.98,0.24,-0.70,
0.031,-0.13,-0.76,-0.87,-0.98,0.24,-0.70,
0.031,-0.13,-0.76,-0.87,-0.97,0.20,-0.70,
0.034,-0.13,-0.76,-0.87,-0.95,0.19,-0.70,
0.037,-0.49,-0.80,-0.63,-0.95,0.19,-0.70,
0.037,-0.49,-0.80,-0.63,-0.92,0.20,-0.70,
0.038,-0.49,-0.80,-0.63,-0.88,0.22,-0.69,
0.04,-0.87,-0.72,-0.11,-0.88,0.22,-0.69,
0.04,-0.87,-0.72,-0.11,-0.83,0.24,-0.67,
0.043,-0.87,-0.72,-0.11,-0.76,0.27,-0.65,
0.045,-0.87,-0.72,-0.11,-0.69,0.31,-0.62,
0.046,-1.29,-0.60,0.32,-0.69,0.31,-0.62,
0.047,-1.29,-0.60,0.32,-0.61,0.36,-0.59,
0.05,-1.61,-0.61,0.39,-0.61,0.36,-0.59,
0.05,-1.61,-0.61,0.39,-0.53,0.44,-0.55,
0.052,-1.61,-0.61,0.39,-0.45,0.53,-0.52,
0.055,-1.61,-0.61,0.39,-0.37,0.63,-0.49,
0.055,-1.79,-0.74,0.46,-0.37,0.63,-0.49,
0.057,-1.79,-0.74,0.46,-0.29,0.73,-0.45,
0.059,-1.79,-0.74,0.46,-0.20,0.83,-0.42,
0.06,-1.83,-0.96,0.46,-0.20,0.83,-0.42,
0.062,-1.83,-0.96,0.46,-0.12,0.93,-0.40,
0.065,-1.83,-0.96,0.46,-0.04,1.04,-0.37,
0.065,-1.67,-1.20,0.41,-0.04,1.04,-0.37,
0.067,-1.67,-1.20,0.41,0.04,1.16,-0.36,
0.069,-1.67,-1.20,0.41,0.11,1.28,-0.35,
0.07,-1.32,-1.43,0.20,0.11,1.28,-0.35,
0.075,-1.32,-1.43,0.20,0.18,1.41,-0.35,
0.075,-1.32,-1.43,0.20,0.25,1.53,-0.35,
0.075,-0.95,-1.65,0.04,0.25,1.53,-0.35,
0.077,-0.95,-1.65,0.04,0.31,1.61,-0.36,
0.079,-0.67,-1.88,0.21,0.31,1.61,-0.36,
0.08,-0.67,-1.88,0.21,0.36,1.67,-0.39,
0.083,-0.67,-1.88,0.21,0.39,1.69,-0.42,
0.087,-0.67,-1.88,0.21,0.42,1.68,-0.45,
0.087,-0.67,-1.88,0.21,0.46,1.66,-0.50,
0.087,-0.41,-2.06,0.44,0.46,1.66,-0.50,
0.089,-0.41,-2.06,0.44,0.49,1.63,-0.55,
0.09,-0.34,-2.28,0.25,0.49,1.63,-0.55,
0.092,-0.34,-2.28,0.25,0.53,1.62,-0.60,
0.101,-0.45,-2.30,-0.11,0.53,1.62,-0.60,
0.101,-0.45,-2.30,-0.11,0.57,1.61,-0.64,
0.101,-0.45,-2.30,-0.11,0.59,1.60,-0.68,
0.101,-0.45,-2.30,-0.11,0.61,1.59,-0.72,
0.102,-0.67,-2.23,-0.48,0.61,1.59,-0.72,
0.105,-0.67,-2.23,-0.48,0.61,1.59,-0.75,
0.105,-0.67,-2.23,-0.48,0.61,1.60,-0.78,
0.105,-0.96,-2.23,-0.90,0.61,1.60,-0.78,
0.108,-0.96,-2.23,-0.90,0.60,1.60,-0.81,
0.11,-0.96,-2.23,-0.90,0.59,1.60,-0.84,
0.11,-1.27,-2.25,-1.16,0.59,1.60,-0.84,
0.122,-1.27,-2.25,-1.16,0.57,1.60,-0.87,
0.123,-1.27,-2.25,-1.16,0.55,1.58,-0.89,
0.123,-1.27,-2.25,-1.16,0.53,1.57,-0.92,
0.123,-1.27,-2.25,-1.16,0.50,1.55,-0.94,
0.123,-1.27,-2.25,-1.16,0.48,1.53,-0.96,
0.123,-1.55,-2.29,-1.29,0.48,1.53,-0.96,
0.123,-1.75,-2.31,-1.38,0.48,1.53,-0.96,
0.124,-1.75,-2.31,-1.38,0.46,1.52,-0.99,
0.125,-1.90,-2.35,-1.42,0.46,1.52,-0.99,
0.13,-1.90,-2.35,-1.42,0.44,1.51,-1.00,
0.131,-1.90,-2.35,-1.42,0.43,1.50,-1.02,
0.131,-1.94,-2.42,-1.45,0.43,1.50,-1.02,
0.138,-1.94,-2.42,-1.45,0.42,1.51,-1.04,
0.138,-1.92,-2.61,-1.44,0.42,1.51,-1.04,
0.138,-1.92,-2.61,-1.44,0.42,1.51,-1.05,
0.138,-1.92,-2.61,-1.44,0.42,1.52,-1.06,
0.139,-1.92,-2.61,-1.44,0.42,1.53,-1.08,
0.142,-1.78,-2.83,-1.38,0.42,1.53,-1.08,
0.142,-1.78,-2.83,-1.38,0.43,1.55,-1.10,
0.145,-1.54,-3.03,-1.31,0.43,1.55,-1.10,
0.146,-1.54,-3.03,-1.31,0.44,1.57,-1.12,
0.147,-1.54,-3.03,-1.31,0.46,1.59,-1.14,
0.159,-1.30,-3.29,-1.29,0.46,1.59,-1.14,
0.159,-1.30,-3.29,-1.29,0.48,1.62,-1.17,
0.159,-1.30,-3.29,-1.29,0.50,1.66,-1.21,
0.16,-0.99,-3.56,-1.28,0.50,1.66,-1.21,
0.16,-0.99,-3.56,-1.28,0.53,1.70,-1.25,
0.16,-0.99,-3.56,-1.28,0.56,1.75,-1.30,
