
time,ax,ay,az,wx,wy,wz,
0.009,0.11,-0.15,-0.44,0.14,0.14,-0.26,
0.009,-0.08,-0.12,-0.33,0.14,0.14,-0.26,
0.01,-0.08,-0.12,-0.33,0.11,0.09,-0.26,
0.01,-0.08,-0.12,-0.33,0.08,0.04,-0.25,
0.01,-0.33,-0.07,-0.24,0.08,0.04,-0.25,
0.01,-0.33,-0.07,-0.24,0.05,-0.01,-0.25,
0.01,-0.33,-0.07,-0.24,0.03,-0.07,-0.24,
0.011,-0.45,-0.01,-0.07,0.03,-0.07,-0.24,
0.011,-0.45,-0.01,-0.07,0.01,-0.12,-0.24,
0.013,-0.45,-0.01,-0.07,0.00,-0.17,-0.23,
0.013,-0.50,0.06,0.10,0.00,-0.17,-0.23,
0.015,-0.50,0.06,0.10,0.00,-0.22,-0.22,
0.017,-0.54,0.11,0.59,0.00,-0.22,-0.22,
0.017,-0.54,0.11,0.59,0.00,-0.26,-0.21,
0.02,-0.54,0.11,0.59,0.00,-0.27,-0.19,
0.022,-0.54,0.11,0.59,0.00,-0.29,-0.18,
0.022,-0.70,0.20,0.46,0.00,-0.29,-0.18,
0.025,-0.70,0.20,0.46,0.00,-0.29,-0.16,
0.027,-0.70,0.20,0.46,0.00,-0.29,-0.14,
0.027,-0.69,0.28,0.30,0.00,-0.29,-0.14,
0.029,-0.69,0.28,0.30,-0.00,-0.28,-0.14,
0.032,-0.69,0.28,0.30,-0.01,-0.28,-0.14,
0.032,-0.36,0.18,-0.05,-0.01,-0.28,-0.14,
0.035,-0.36,0.18,-0.05,-0.02,-0.27,-0.14,
0.037,-0.36,0.18,-0.05,-0.04,-0.27,-0.15,
0.037,-0.10,0.03,-0.36,-0.04,-0.27,-0.15,
0.04,-0.10,0.03,-0.36,-0.05,-0.26,-0.17,
0.042,-0.10,0.03,-0.36,-0.06,-0.26,-0.18,
0.042,0.11,-0.07,-0.56,-0.06,-0.26,-0.18,
0.044,0.11,-0.07,-0.56,-0.07,-0.26,-0.20,
0.047,0.11,-0.07,-0.56,-0.09,-0.26,-0.21,
0.047,0.22,-0.11,-0.62,-0.09,-0.26,-0.21,
0.05,0.22,-0.11,-0.62,-0.10,-0.27,-0.23,
0.051,0.22,-0.11,-0.62,-0.11,-0.27,-0.25,
0.052,0.18,-0.11,-0.56,-0.11,-0.27,-0.25,
0.054,0.18,-0.11,-0.56,-0.12,-0.22,-0.27,
