
time,ax,ay,az,wx,wy,wz,
0.007,1.16,0.35,-0.91,0.16,0.46,1.01,
0.008,1.16,0.35,-0.91,0.14,0.46,1.00,
0.008,1.16,0.35,-0.91,0.12,0.46,0.99,
0.008,1.16,0.35,-0.91,0.09,0.45,0.98,
0.008,1.06,0.44,-0.89,0.09,0.45,0.98,
0.008,1.06,0.44,-0.89,0.07,0.45,0.98,
0.008,1.06,0.44,-0.89,0.05,0.44,0.98,
0.009,0.96,0.49,-0.87,0.05,0.44,0.98,
0.01,0.96,0.49,-0.87,0.03,0.42,0.97,
0.013,0.96,0.49,-0.87,0.02,0.41,0.97,
0.013,0.91,0.50,-0.83,0.02,0.41,0.97,
0.015,0.91,0.50,-0.83,-0.00,0.39,0.97,
0.017,0.91,0.50,-0.83,-0.01,0.38,0.97,
0.018,0.90,0.51,-0.71,-0.01,0.38,0.97,
0.02,0.90,0.51,-0.71,-0.02,0.36,0.97,
0.022,0.90,0.51,-0.71,-0.03,0.35,0.97,
0.022,0.93,0.49,-0.55,-0.03,0.35,0.97,
0.025,0.93,0.49,-0.55,-0.04,0.33,0.97,
0.027,0.92,0.49,-0.37,-0.04,0.33,0.97,
0.027,0.92,0.49,-0.37,-0.04,0.32,0.97,
0.03,0.92,0.49,-0.37,-0.04,0.30,0.96,
0.033,0.95,0.47,-0.26,-0.04,0.30,0.96,
0.033,0.95,0.47,-0.26,-0.04,0.29,0.96,
0.034,0.95,0.47,-0.26,-0.04,0.28,0.95,
0.037,0.98,0.44,-0.15,-0.04,0.28,0.95,
0.037,0.98,0.44,-0.15,-0.04,0.26,0.95,
0.042,0.98,0.44,-0.15,-0.04,0.25,0.95,
0.042,0.98,0.44,-0.15,-0.04,0.24,0.94,
0.042,1.04,0.44,-0.11,-0.04,0.24,0.94,
0.045,1.04,0.44,-0.11,-0.05,0.23,0.94,
0.049,1.04,0.44,-0.11,-0.05,0.22,0.93,
0.049,1.09,0.39,-0.11,-0.05,0.22,0.93,
0.05,1.09,0.39,-0.11,-0.06,0.21,0.92,
0.052,1.09,0.39,-0.11,-0.06,0.21,0.92,
0.052,1.13,0.40,-0.13,-0.06,0.21,0.92,
