
time,ax,ay,az,wx,wy,wz,
0.003,-0.24,-0.01,0.19,0.03,-0.05,0.01,
0.003,-0.24,0.01,0.09,0.03,-0.05,0.01,
0.003,-0.24,0.01,0.09,0.02,-0.05,0.02,
0.003,-0.24,0.01,0.09,0.02,-0.06,0.02,
0.004,-0.18,0.02,0.00,0.02,-0.06,0.02,
0.004,-0.18,0.02,0.00,0.02,-0.06,0.02,
0.004,-0.18,0.02,0.00,0.02,-0.06,0.03,
0.004,-0.12,0.05,-0.02,0.02,-0.06,0.03,
0.004,-0.12,0.05,-0.02,0.02,-0.07,0.03,
0.004,-0.12,0.05,-0.02,0.02,-0.07,0.03,
0.004,-0.08,0.06,-0.03,0.02,-0.07,0.03,
0.005,-0.08,0.06,-0.03,0.02,-0.07,0.03,
0.006,-0.08,0.06,-0.03,0.02,-0.07,0.03,
0.01,-0.05,0.07,-0.06,0.02,-0.07,0.03,
0.011,-0.05,0.07,-0.06,0.02,-0.07,0.03,
0.011,-0.05,0.07,-0.06,0.02,-0.07,0.04,
0.011,-0.07,0.07,-0.08,0.02,-0.07,0.04,
0.013,-0.07,0.07,-0.08,0.02,-0.07,0.04,
0.017,-0.07,0.07,-0.08,0.02,-0.07,0.04,
0.017,-0.07,0.08,-0.09,0.02,-0.07,0.04,
0.018,-0.07,0.08,-0.09,0.02,-0.07,0.04,
0.022,-0.08,0.08,-0.07,0.02,-0.07,0.04,
0.022,-0.08,0.08,-0.07,0.02,-0.07,0.04,
0.023,-0.08,0.08,-0.07,0.02,-0.07,0.05,
0.026,-0.08,0.09,-0.07,0.02,-0.07,0.05,
0.027,-0.08,0.09,-0.07,0.02,-0.08,0.05,
0.029,-0.08,0.09,-0.07,0.02,-0.08,0.05,
0.032,-0.03,0.06,-0.11,0.02,-0.08,0.05,
0.032,-0.03,0.06,-0.11,0.01,-0.08,0.05,
0.033,-0.03,0.06,-0.11,0.01,-0.08,0.05,
0.037,-0.03,0.06,-0.11,0.01,-0.07,0.05,
0.038,0.06,0.03,-0.14,0.01,-0.07,0.05,
0.039,0.06,0.03,-0.14,0.01,-0.07,0.04,
0.041,0.12,-0.02,-0.12,0.01,-0.07,0.04,
0.041,0.12,-0.02,-0.12,0.01,-0.07,0.04,
0.043,0.12,-0.02,-0.12,0.01,-0.06,0.04,
0.046,0.12,-0.02,-0.12,0.01,-0.05,0.04,
0.046,0.18,-0.06,-0.09,0.01,-0.05,0.04,
0.049,0.18,-0.06,-0.09,0.01,-0.05,0.04,
0.051,0.27,-0.12,-0.08,0.01,-0.05,0.04,
0.051,0.27,-0.12,-0.08,0.01,-0.04,0.03,
0.054,0.27,-0.12,-0.08,0.01,-0.03,0.03,
0.057,0.35,-0.15,-0.08,0.01,-0.03,0.03,
0.058,0.35,-0.15,-0.08,0.01,-0.02,0.02,
0.059,0.35,-0.15,-0.08,0.01,-0.01,0.02,
0.061,0.34,-0.13,-0.05,0.01,-0.01,0.02,
0.061,0.34,-0.13,-0.05,0.01,0.00,0.01,
0.063,0.34,-0.13,-0.05,0.01,0.01,0.01,
0.066,0.25,-0.07,-0.02,0.01,0.01,0.01,
0.066,0.25,-0.07,-0.02,0.01,0.02,-0.00,
0.068,0.25,-0.07,-0.02,0.01,0.02,-0.01,
0.071,0.25,-0.07,-0.02,0.01,0.02,-0.01,
0.071,0.26,-0.20,-0.02,0.01,0.02,-0.01,
0.073,0.26,-0.20,-0.02,0.01,0.02,-0.02,
0.076,0.11,-0.11,0.04,0.01,0.02,-0.02,
0.076,0.11,-0.11,0.04,0.01,0.03,-0.02,
0.078,0.11,-0.11,0.04,0.01,0.03,-0.02,
0.081,-0.04,-0.00,0.04,0.01,0.03,-0.02,
0.081,-0.04,-0.00,0.04,0.01,0.04,-0.02,
0.083,-0.04,-0.00,0.04,0.02,0.04,-0.02,
0.086,-0.13,0.10,0.06,0.02,0.04,-0.02,
0.086,-0.13,0.10,0.06,0.02,0.04,-0.01,
0.088,-0.13,0.10,0.06,0.02,0.04,-0.01,
0.091,-0.13,0.10,0.06,0.02,0.03,-0.01,
0.091,-0.15,0.14,0.09,0.02,0.03,-0.01,
0.093,-0.15,0.14,0.09,0.02,0.02,-0.00,
0.096,-0.12,0.08,0.12,0.02,0.02,-0.00,
0.096,-0.12,0.08,0.12,0.02,0.01,-0.00,
0.098,-0.12,0.08,0.12,0.02,0.00,-0.00,
0.101,-0.09,0.02,0.10,0.02,0.00,-0.00,
0.101,-0.09,0.02,0.10,0.02,-0.00,-0.00,
0.103,-0.09,0.02,0.10,0.02,-0.01,-0.00,
0.106,-0.09,0.02,0.10,0.02,-0.01,-0.00,
0.106,-0.03,-0.03,0.04,0.02,-0.01,-0.00,
0.108,-0.03,-0.03,0.04,0.02,-0.01,0.00,
0.11,-0.00,-0.06,0.01,0.02,-0.01,0.00,
0.111,-0.00,-0.06,0.01,0.02,-0.00,0.00,
0.113,-0.00,-0.06,0.01,0.02,-0.00,0.00,
0.115,0.05,-0.04,0.01,0.02,-0.00,0.00,
0.115,0.05,-0.04,0.01,0.02,-0.00,0.00,
0.118,0.05,-0.04,0.01,0.02,-0.00,-0.00,
