
time,ax,ay,az,wx,wy,wz,
0.008,0.75,0.82,-0.93,0.27,0.44,0.19,
0.009,0.75,0.82,-0.93,0.22,0.43,0.18,
0.009,0.71,0.92,-1.04,0.22,0.43,0.18,
0.009,0.71,0.92,-1.04,0.18,0.43,0.17,
0.009,0.71,0.92,-1.04,0.13,0.42,0.16,
0.009,0.52,0.93,-1.10,0.13,0.42,0.16,
0.009,0.52,0.93,-1.10,0.08,0.42,0.16,
0.01,0.52,0.93,-1.10,0.03,0.42,0.16,
0.01,0.37,0.85,-1.12,0.03,0.42,0.16,
0.012,0.37,0.85,-1.12,-0.01,0.42,0.16,
0.015,0.31,0.78,-1.09,-0.01,0.42,0.16,
0.015,0.31,0.78,-1.09,-0.05,0.42,0.15,
0.017,0.31,0.78,-1.09,-0.09,0.41,0.16,
0.02,0.31,0.78,-1.09,-0.12,0.41,0.15,
0.02,0.30,0.70,-1.05,-0.12,0.41,0.15,
0.022,0.30,0.70,-1.05,-0.15,0.40,0.15,
0.025,0.30,0.70,-1.05,-0.18,0.39,0.14,
0.025,0.34,0.63,-0.97,-0.18,0.39,0.14,
0.027,0.34,0.63,-0.97,-0.20,0.38,0.14,
0.03,0.34,0.63,-0.97,-0.22,0.37,0.13,
0.03,0.38,0.54,-0.82,-0.22,0.37,0.13,
0.033,0.38,0.54,-0.82,-0.23,0.36,0.12,
0.035,0.38,0.54,-0.82,-0.23,0.35,0.11,
0.035,0.43,0.47,-0.64,-0.23,0.35,0.11,
0.037,0.43,0.47,-0.64,-0.24,0.34,0.11,
0.04,0.43,0.47,-0.64,-0.23,0.34,0.09,
0.04,0.46,0.39,-0.44,-0.23,0.34,0.09,
0.042,0.46,0.39,-0.44,-0.22,0.33,0.08,
0.045,0.46,0.39,-0.44,-0.21,0.33,0.07,
0.045,0.42,0.31,-0.29,-0.21,0.33,0.07,
0.048,0.42,0.31,-0.29,-0.19,0.33,0.06,
0.05,0.42,0.31,-0.29,-0.17,0.33,0.06,
0.05,0.41,0.25,-0.27,-0.17,0.33,0.06,
0.052,0.41,0.25,-0.27,-0.14,0.34,0.04,
0.054,0.41,0.25,-0.27,-0.12,0.34,0.04,
0.055,0.36,0.20,-0.29,-0.12,0.34,0.04,
0.057,0.36,0.20,-0.29,-0.09,0.35,0.03,
0.059,0.30,0.15,-0.34,-0.09,0.35,0.03,
0.06,0.30,0.15,-0.34,-0.07,0.36,0.02,
0.062,0.30,0.15,-0.34,-0.04,0.37,0.02,
0.066,0.30,0.15,-0.34,-0.02,0.38,0.02,
0.067,0.24,0.10,-0.44,-0.02,0.38,0.02,
0.067,0.24,0.10,-0.44,0.01,0.40,0.01,
0.069,0.24,0.10,-0.44,0.03,0.41,0.01,
0.07,0.17,0.08,-0.60,0.03,0.41,0.01,
0.072,0.17,0.08,-0.60,0.04,0.43,0.00,
0.074,0.17,0.08,-0.60,0.06,0.45,-0.00,
0.075,0.11,0.03,-0.81,0.06,0.45,-0.00,
0.077,0.11,0.03,-0.81,0.07,0.47,-0.01,
0.079,0.11,0.03,-0.81,0.08,0.49,-0.01,
0.079,0.02,-0.00,-1.03,0.08,0.49,-0.01,
0.082,0.02,-0.00,-1.03,0.09,0.52,-0.01,
0.084,0.02,-0.00,-1.03,0.08,0.58,0.02,
0.089,-1.08,0.36,-1.72,0.08,0.58,0.02,
0.09,-1.08,0.36,-1.72,0.07,0.62,0.06,
0.09,-1.08,0.36,-1.72,0.06,0.65,0.09,
0.09,-0.93,0.38,-1.71,0.06,0.65,0.09,
0.092,-0.93,0.38,-1.71,0.05,0.68,0.12,
0.094,-0.93,0.38,-1.71,0.04,0.70,0.14,
0.094,-0.75,0.40,-1.84,0.04,0.70,0.14,
0.097,-0.75,0.40,-1.84,0.03,0.72,0.16,
0.1,-0.75,0.40,-1.84,0.02,0.74,0.17,
0.1,-0.61,0.42,-1.93,0.02,0.74,0.17,
0.102,-0.61,0.42,-1.93,0.01,0.76,0.18,
0.104,-0.61,0.42,-1.93,-0.00,0.79,0.18,
0.104,-0.54,0.46,-2.01,-0.00,0.79,0.18,
0.106,-0.54,0.46,-2.01,-0.02,0.82,0.19,
0.109,-0.54,0.46,-2.01,-0.03,0.85,0.20,
0.109,-0.51,0.46,-1.99,-0.03,0.85,0.20,
0.111,-0.51,0.46,-1.99,-0.04,0.88,0.20,
0.114,-0.51,0.46,-1.99,-0.05,0.90,0.20,
0.114,-0.54,0.43,-1.91,-0.05,0.90,0.20,
0.116,-0.54,0.43,-1.91,-0.07,0.93,0.21,
0.119,-0.54,0.43,-1.91,-0.08,0.95,0.21,
0.119,-0.65,0.35,-1.84,-0.08,0.95,0.21,
0.121,-0.65,0.35,-1.84,-0.09,0.97,0.22,
0.124,-0.65,0.35,-1.84,-0.10,1.00,0.23,
0.124,-0.70,0.30,-1.89,-0.10,1.00,0.23,
0.127,-0.70,0.30,-1.89,-0.11,1.02,0.23,
0.129,-0.70,0.30,-1.89,-0.11,1.04,0.24,
0.129,-0.78,0.20,-1.93,-0.11,1.04,0.24,
0.131,-0.78,0.20,-1.93,-0.12,1.07,0.24,
0.134,-0.78,0.20,-1.93,-0.13,1.09,0.24,
0.134,-0.80,0.09,-2.04,-0.13,1.09,0.24,
0.136,-0.80,0.09,-2.04,-0.14,1.11,0.24,
0.139,-0.80,0.09,-2.04,-0.15,1.14,0.24,
0.139,-0.83,-0.07,-2.16,-0.15,1.14,0.24,
0.141,-0.83,-0.07,-2.16,-0.15,1.16,0.23,
0.144,-0.83,-0.07,-2.16,-0.16,1.19,0.22,
0.144,-0.90,-0.22,-2.20,-0.16,1.19,0.22,
0.146,-0.90,-0.22,-2.20,-0.17,1.21,0.21,
0.149,-0.90,-0.22,-2.20,-0.17,1.23,0.19,
0.149,-0.93,-0.39,-2.19,-0.17,1.23,0.19,
0.151,-0.93,-0.39,-2.19,-0.18,1.25,0.18,
0.154,-0.93,-0.39,-2.19,-0.18,1.27,0.16,
0.154,-0.99,-0.55,-2.22,-0.18,1.27,0.16,
0.156,-0.99,-0.55,-2.22,-0.17,1.29,0.15,
0.158,-0.99,-0.55,-2.22,-0.17,1.31,0.13,
0.159,-1.07,-0.73,-2.29,-0.17,1.31,0.13,
0.161,-1.07,-0.73,-2.29,-0.16,1.33,0.11,
0.167,-1.16,-0.94,-2.47,-0.16,1.33,0.11,
0.167,-1.16,-0.94,-2.47,-0.16,1.35,0.09,
0.167,-1.16,-0.94,-2.47,-0.15,1.40,0.06,
0.169,-1.39,-1.56,-3.31,-0.15,1.40,0.06,
0.169,-1.39,-1.56,-3.31,-0.13,1.50,0.03,
0.171,-1.39,-1.56,-3.31,-0.12,1.59,-0.01,
0.174,-1.39,-1.56,-3.31,-0.11,1.64,-0.04,
0.174,-1.25,-1.57,-3.14,-0.11,1.64,-0.04,
0.176,-1.25,-1.57,-3.14,-0.10,1.67,-0.07,
0.179,-1.25,-1.57,-3.14,-0.08,1.71,-0.09,
0.179,-1.10,-1.50,-3.03,-0.08,1.71,-0.09,
0.181,-1.10,-1.50,-3.03,-0.06,1.74,-0.10,
0.184,-1.10,-1.50,-3.03,-0.04,1.77,-0.12,
0.184,-1.09,-1.48,-3.11,-0.04,1.77,-0.12,
0.186,-1.09,-1.48,-3.11,-0.02,1.80,-0.13,
0.188,-1.09,-1.48,-3.11,0.00,1.83,-0.16,
0.188,-1.15,-1.56,-3.38,0.00,1.83,-0.16,
0.191,-1.15,-1.56,-3.38,0.03,1.86,-0.18,
0.193,-1.15,-1.56,-3.38,0.05,1.90,-0.22,
0.193,-1.19,-1.71,-3.79,0.05,1.90,-0.22,
0.195,-1.19,-1.71,-3.79,0.06,1.95,-0.26,
0.198,-1.19,-1.71,-3.79,0.07,2.00,-0.31,
0.199,-1.19,-1.78,-4.23,0.07,2.00,-0.31,
0.2,-1.19,-1.78,-4.23,0.08,2.06,-0.36,
0.203,-1.19,-1.78,-4.23,0.08,2.12,-0.42,
0.204,-1.19,-1.89,-4.61,0.08,2.12,-0.42,
0.206,-1.19,-1.89,-4.61,0.08,2.18,-0.48,
0.208,-1.16,-2.07,-4.93,0.08,2.18,-0.48,
0.208,-1.16,-2.07,-4.93,0.08,2.24,-0.53,
0.21,-1.16,-2.07,-4.93,0.08,2.30,-0.58,
0.213,-1.18,-2.30,-5.24,0.08,2.30,-0.58,
0.213,-1.18,-2.30,-5.24,0.08,2.36,-0.63,
0.216,-1.18,-2.30,-5.24,0.08,2.42,-0.67,
0.218,-1.14,-2.53,-5.51,0.08,2.42,-0.67,
0.218,-1.14,-2.53,-5.51,0.08,2.48,-0.71,
0.22,-1.14,-2.53,-5.51,0.07,2.53,-0.75,
0.223,-1.16,-2.79,-5.71,0.07,2.53,-0.75,
0.223,-1.16,-2.79,-5.71,0.07,2.58,-0.77,
0.225,-1.16,-2.79,-5.71,0.06,2.63,-0.80,
0.228,-1.19,-3.05,-5.94,0.06,2.63,-0.80,
0.229,-1.19,-3.05,-5.94,0.05,2.68,-0.83,
0.232,-1.19,-3.05,-5.94,0.04,2.73,-0.84,
0.233,-1.20,-3.30,-6.14,0.04,2.73,-0.84,
0.233,-1.20,-3.30,-6.14,0.03,2.78,-0.87,
0.235,-1.20,-3.30,-6.14,0.01,2.82,-0.89,
0.238,-1.17,-3.58,-6.34,0.01,2.82,-0.89,
0.238,-1.17,-3.58,-6.34,0.00,2.87,-0.91,
0.24,-1.17,-3.58,-6.34,-0.01,2.91,-0.93,
0.243,-1.17,-3.58,-6.34,-0.03,2.95,-0.95,
0.243,-1.14,-3.83,-6.47,-0.03,2.95,-0.95,
0.245,-1.14,-3.83,-6.47,-0.04,3.00,-0.97,
0.248,-1.14,-3.83,-6.47,-0.06,3.05,-1.00,
0.248,-1.05,-4.11,-6.49,-0.06,3.05,-1.00,
0.262,-1.05,-4.11,-6.49,-0.08,3.07,-1.04,
