
time,ax,ay,az,wx,wy,wz,
0.001,0.01,-0.13,0.34,0.05,0.01,-0.01,
0.001,0.01,-0.13,0.34,0.05,0.01,-0.01,
0.002,-0.21,-0.10,0.27,0.05,0.01,-0.01,
0.002,-0.21,-0.10,0.27,0.05,0.01,-0.00,
0.003,-0.21,-0.10,0.27,0.05,0.01,0.00,
0.003,-0.32,-0.05,0.20,0.05,0.01,0.00,
0.005,-0.32,-0.05,0.20,0.04,0.00,0.01,
0.008,-0.32,-0.05,0.20,0.04,0.00,0.01,
0.008,-0.32,-0.05,0.21,0.04,0.00,0.01,
0.01,-0.32,-0.05,0.21,0.04,-0.00,0.01,
0.013,-0.32,-0.05,0.21,0.04,-0.01,0.01,
0.013,-0.20,-0.07,0.17,0.04,-0.01,0.01,
0.015,-0.20,-0.07,0.17,0.04,-0.01,0.01,
0.017,-0.20,-0.07,0.17,0.04,-0.01,0.01,
0.018,-0.05,-0.12,0.09,0.04,-0.01,0.01,
0.02,-0.05,-0.12,0.09,0.04,-0.01,0.01,
0.023,-0.05,-0.12,0.09,0.04,-0.00,0.01,
0.024,0.01,-0.11,0.06,0.04,-0.00,0.01,
0.026,0.01,-0.11,0.06,0.04,-0.00,0.01,
0.029,0.01,-0.11,0.06,0.04,0.01,0.00,
0.03,0.05,-0.12,0.07,0.04,0.01,0.00,
0.031,0.05,-0.12,0.07,0.04,0.01,0.00,
0.033,0.05,-0.12,0.07,0.04,0.01,0.00,
0.033,0.08,-0.12,0.09,0.04,0.01,0.00,
0.036,0.08,-0.12,0.09,0.04,0.02,-0.00,
0.037,0.08,-0.12,0.09,0.04,0.02,-0.00,
0.038,0.08,-0.08,0.12,0.04,0.02,-0.00,
0.04,0.08,-0.08,0.12,0.04,0.02,-0.00,
0.043,0.08,-0.08,0.12,0.04,0.02,-0.01,
0.043,0.05,-0.06,0.06,0.04,0.02,-0.01,
0.045,0.05,-0.06,0.06,0.04,0.02,-0.01,
0.048,0.05,-0.06,0.06,0.04,0.02,-0.01,
0.048,-0.08,-0.02,0.03,0.04,0.02,-0.01,
0.05,-0.08,-0.02,0.03,0.04,0.02,-0.01,
0.053,-0.08,-0.02,0.03,0.04,0.02,-0.01,
0.053,-0.24,0.01,-0.01,0.04,0.02,-0.01,
0.055,-0.24,0.01,-0.01,0.04,0.02,-0.01,
0.057,-0.24,0.01,-0.01,0.04,0.02,-0.00,
0.057,-0.29,0.04,0.01,0.04,0.02,-0.00,
0.061,-0.29,0.04,0.01,0.03,0.02,-0.01,
0.064,-0.29,0.04,0.01,0.03,0.01,-0.00,
0.065,-0.29,0.04,0.01,0.03,0.00,0.00,
0.067,-0.29,0.04,0.01,0.03,-0.01,0.01,
0.069,-0.33,0.03,0.03,0.03,-0.01,0.01,
0.07,-0.35,-0.04,0.00,0.03,-0.01,0.01,
0.07,-0.35,-0.04,0.00,0.03,-0.01,0.01,
0.072,-0.35,-0.04,0.00,0.03,-0.01,0.02,
0.073,-0.28,-0.12,0.01,0.03,-0.01,0.02,
0.074,-0.28,-0.12,0.01,0.02,-0.01,0.02,
0.078,-0.17,-0.17,-0.06,0.02,-0.01,0.02,
0.078,-0.17,-0.17,-0.06,0.02,-0.01,0.02,
0.081,-0.17,-0.17,-0.06,0.02,-0.01,0.02,
0.082,-0.17,-0.17,-0.06,0.02,-0.01,0.02,
0.082,-0.09,-0.14,-0.08,0.02,-0.01,0.02,
0.084,-0.09,-0.14,-0.08,0.01,-0.01,0.02,
0.087,-0.03,-0.07,-0.06,0.01,-0.01,0.02,
0.087,-0.03,-0.07,-0.06,0.01,-0.01,0.02,
0.09,-0.03,-0.07,-0.06,0.01,-0.01,0.02,
0.093,-0.03,-0.04,-0.02,0.01,-0.01,0.02,
0.093,-0.03,-0.04,-0.02,0.01,-0.00,0.02,
0.094,-0.03,-0.04,-0.02,0.00,-0.00,0.02,
0.097,-0.03,-0.04,-0.02,0.00,-0.01,0.02,
0.097,-0.18,0.01,0.05,0.00,-0.01,0.02,
0.099,-0.18,0.01,0.05,0.00,-0.00,0.02,
0.102,-0.18,0.01,0.05,0.01,-0.00,0.02,
0.102,-0.05,-0.06,0.12,0.01,-0.00,0.02,
0.104,-0.05,-0.06,0.12,0.01,-0.01,0.02,
0.107,-0.05,-0.06,0.12,0.01,-0.01,0.02,
0.107,0.00,-0.12,0.12,0.01,-0.01,0.02,
0.112,0.00,-0.12,0.12,0.01,-0.00,0.02,
0.113,-0.10,-0.14,0.15,0.01,-0.00,0.02,
0.113,-0.10,-0.14,0.15,0.01,-0.00,0.02,
0.115,-0.10,-0.14,0.15,0.01,0.00,0.02,
0.117,-0.01,-0.09,0.11,0.01,0.00,0.02,
0.117,-0.01,-0.09,0.11,0.01,0.01,0.02,
0.119,-0.01,-0.09,0.11,0.01,0.01,0.01,
0.122,-0.01,-0.09,0.11,0.01,0.01,0.01,
0.122,-0.08,-0.05,0.08,0.01,0.01,0.01,
0.124,-0.08,-0.05,0.08,0.01,0.00,0.01,
0.127,-0.08,-0.05,0.08,0.00,0.01,0.01,
0.128,-0.20,-0.07,0.05,0.00,0.01,0.01,
0.129,-0.20,-0.07,0.05,0.00,0.01,0.02,
0.132,-0.20,-0.07,0.05,0.01,0.02,0.02,
0.132,-0.22,-0.13,0.15,0.01,0.02,0.02,
0.134,-0.22,-0.13,0.15,0.01,0.02,0.02,
0.137,-0.22,-0.13,0.15,0.01,0.01,0.02,
0.137,-0.31,-0.08,0.13,0.01,0.01,0.02,
0.139,-0.31,-0.08,0.13,0.01,0.00,0.02,
0.142,-0.31,-0.08,0.13,0.00,0.00,0.02,
0.142,-0.34,-0.02,0.11,0.00,0.00,0.02,
0.145,-0.34,-0.02,0.11,0.00,0.00,0.03,
0.147,-0.34,-0.02,0.11,0.00,0.01,0.03,
0.147,-0.29,-0.02,0.17,0.00,0.01,0.03,
0.149,-0.29,-0.02,0.17,0.01,0.01,0.03,
0.152,-0.29,-0.02,0.17,0.01,0.01,0.03,
0.152,-0.23,-0.04,0.24,0.01,0.01,0.03,
0.154,-0.23,-0.04,0.24,0.01,0.01,0.03,
0.157,-0.23,-0.04,0.24,0.01,0.01,0.04,
0.157,-0.18,-0.06,0.24,0.01,0.01,0.04,
0.159,-0.18,-0.06,0.24,0.02,0.00,0.04,
0.175,-0.12,-0.08,0.24,0.02,0.00,0.04,
0.176,-0.12,-0.08,0.24,0.01,0.01,0.03,
0.176,-0.12,-0.08,0.24,0.01,0.01,0.03,
0.176,-0.09,-0.08,0.21,0.01,0.01,0.03,
0.176,-0.09,-0.08,0.21,0.02,0.01,0.03,
0.176,-0.09,-0.08,0.21,0.02,0.01,0.03,
0.177,-0.09,-0.08,0.21,0.02,0.02,0.03,
0.177,-0.09,-0.07,0.18,0.02,0.02,0.03,
0.177,-0.09,-0.07,0.18,0.02,0.02,0.03,
0.177,-0.09,-0.07,0.18,0.02,0.02,0.03,
0.177,-0.11,-0.07,0.18,0.02,0.02,0.03,
0.179,-0.11,-0.07,0.18,0.02,0.02,0.03,
0.182,-0.11,-0.07,0.18,0.02,0.02,0.03,
0.182,-0.12,-0.09,0.19,0.02,0.02,0.03,
0.184,-0.12,-0.09,0.19,0.02,0.02,0.03,
0.186,-0.12,-0.09,0.19,0.02,0.02,0.03,
0.187,-0.12,-0.09,0.23,0.02,0.02,0.03,
0.189,-0.12,-0.09,0.23,0.02,0.02,0.03,
0.191,-0.12,-0.09,0.23,0.02,0.02,0.03,
