
time,ax,ay,az,wx,wy,wz,
0.002,0.05,-0.13,-0.68,0.16,-0.04,-0.02,
0.002,0.05,-0.13,-0.68,0.14,0.02,-0.02,
0.002,0.05,-0.13,-0.68,0.12,0.07,-0.02,
0.002,0.02,0.03,-0.61,0.12,0.07,-0.02,
0.003,0.02,0.03,-0.61,0.11,0.12,-0.01,
0.003,0.02,0.03,-0.61,0.09,0.16,-0.01,
0.006,0.02,0.17,-0.46,0.09,0.16,-0.01,
0.006,0.02,0.17,-0.46,0.08,0.19,-0.01,
0.009,0.02,0.17,-0.46,0.06,0.22,-0.01,
0.012,-0.04,0.28,-0.27,0.06,0.22,-0.01,
0.012,-0.04,0.28,-0.27,0.05,0.23,-0.01,
0.015,-0.04,0.28,-0.27,0.03,0.24,-0.01,
0.017,-0.12,0.32,-0.11,0.03,0.24,-0.01,
0.017,-0.12,0.32,-0.11,0.02,0.23,-0.00,
0.019,-0.12,0.32,-0.11,0.00,0.22,0.00,
0.021,-0.17,0.34,-0.00,0.00,0.22,0.00,
0.021,-0.17,0.34,-0.00,-0.02,0.21,0.00,
0.024,-0.17,0.34,-0.00,-0.03,0.19,0.01,
0.026,-0.17,0.36,0.05,-0.03,0.19,0.01,
0.026,-0.17,0.36,0.05,-0.05,0.17,0.01,
0.028,-0.17,0.36,0.05,-0.07,0.15,0.01,
0.032,-0.15,0.35,0.08,-0.07,0.15,0.01,
0.032,-0.15,0.35,0.08,-0.08,0.12,0.01,
0.034,-0.15,0.35,0.08,-0.10,0.10,0.01,
0.036,-0.15,0.35,0.08,-0.11,0.08,0.01,
0.036,-0.11,0.34,0.10,-0.11,0.08,0.01,
0.038,-0.11,0.34,0.10,-0.12,0.06,0.01,
0.041,-0.11,0.34,0.10,-0.13,0.04,0.01,
0.041,-0.03,0.31,0.13,-0.13,0.04,0.01,
0.043,-0.03,0.31,0.13,-0.14,0.02,0.00,
0.046,-0.03,0.31,0.13,-0.15,0.01,-0.00,
0.046,0.05,0.28,0.13,-0.15,0.01,-0.00,
0.049,0.05,0.28,0.13,-0.15,-0.00,-0.01,
0.051,0.09,0.27,0.14,-0.15,-0.00,-0.01,
0.051,0.09,0.27,0.14,-0.15,-0.01,-0.01,
0.053,0.09,0.27,0.14,-0.15,-0.02,-0.02,
0.055,0.09,0.27,0.14,-0.15,-0.02,-0.02,
0.056,0.13,0.25,0.12,-0.15,-0.02,-0.02,
0.058,0.13,0.25,0.12,-0.15,-0.02,-0.02,
0.06,0.13,0.25,0.12,-0.14,-0.02,-0.03,
0.061,0.14,0.26,0.13,-0.14,-0.02,-0.03,
0.064,0.14,0.26,0.13,-0.13,-0.01,-0.03,
0.066,0.14,0.26,0.13,-0.12,-0.00,-0.03,
0.066,0.12,0.27,0.09,-0.12,-0.00,-0.03,
0.068,0.12,0.27,0.09,-0.12,0.01,-0.03,
0.07,0.12,0.27,0.09,-0.11,0.03,-0.03,
0.071,0.10,0.30,0.08,-0.11,0.03,-0.03,
0.073,0.10,0.30,0.08,-0.10,0.04,-0.03,
0.076,0.06,0.29,0.07,-0.10,0.04,-0.03,
0.076,0.06,0.29,0.07,-0.10,0.06,-0.03,
0.078,0.06,0.29,0.07,-0.09,0.07,-0.02,
0.082,0.00,0.30,0.08,-0.09,0.07,-0.02,
0.083,0.00,0.30,0.08,-0.09,0.09,-0.02,
0.083,0.00,0.30,0.08,-0.08,0.11,-0.01,
0.086,-0.03,0.32,0.11,-0.08,0.11,-0.01,
0.086,-0.03,0.32,0.11,-0.08,0.12,-0.01,
0.088,-0.03,0.32,0.11,-0.07,0.13,-0.00,
0.091,-0.03,0.32,0.11,-0.07,0.15,0.01,
0.091,-0.06,0.31,0.18,-0.07,0.15,0.01,
0.093,-0.06,0.31,0.18,-0.07,0.16,0.01,
0.096,-0.06,0.31,0.18,-0.07,0.16,0.02,
0.096,-0.10,0.28,0.26,-0.07,0.16,0.02,
0.101,-0.08,0.26,0.33,-0.07,0.16,0.02,
0.101,-0.08,0.26,0.33,-0.06,0.17,0.03,
0.101,-0.08,0.26,0.33,-0.06,0.17,0.03,
0.103,-0.08,0.26,0.33,-0.06,0.16,0.04,
0.106,-0.04,0.22,0.37,-0.06,0.16,0.04,
0.106,-0.04,0.22,0.37,-0.05,0.16,0.04,
0.107,-0.04,0.22,0.37,-0.05,0.15,0.05,
0.11,-0.04,0.22,0.37,-0.04,0.15,0.05,
0.11,-0.04,0.18,0.42,-0.04,0.15,0.05,
0.112,-0.04,0.18,0.42,-0.04,0.14,0.05,
0.115,-0.02,0.12,0.46,-0.04,0.14,0.05,
0.115,-0.02,0.12,0.46,-0.04,0.13,0.05,
0.118,-0.02,0.12,0.46,-0.04,0.12,0.05,
0.12,-0.02,0.08,0.48,-0.04,0.12,0.05,
0.12,-0.02,0.08,0.48,-0.03,0.12,0.05,
0.122,-0.02,0.08,0.48,-0.03,0.11,0.04,
0.125,0.02,0.05,0.48,-0.03,0.11,0.04,
0.125,0.02,0.05,0.48,-0.03,0.10,0.04,
0.127,0.02,0.05,0.48,-0.03,0.09,0.04,
0.131,0.02,0.05,0.48,-0.03,0.08,0.03,
0.131,0.02,0.01,0.47,-0.03,0.08,0.03,
0.133,0.02,0.01,0.47,-0.02,0.07,0.03,
0.136,0.04,-0.00,0.47,-0.02,0.07,0.03,
0.136,0.04,-0.00,0.47,-0.02,0.07,0.03,
0.137,0.04,-0.00,0.47,-0.02,0.06,0.02,
0.14,0.04,-0.00,0.47,-0.01,0.06,0.02,
0.14,0.05,-0.02,0.46,-0.01,0.06,0.02,
0.142,0.05,-0.02,0.46,-0.00,0.06,0.02,
0.145,0.05,-0.02,0.46,0.00,0.06,0.02,
0.145,0.03,-0.02,0.47,0.00,0.06,0.02,
0.147,0.03,-0.02,0.47,0.01,0.05,0.01,
0.154,0.03,-0.02,0.47,0.02,0.05,0.01,
0.154,0.02,-0.02,0.44,0.02,0.05,0.01,
0.154,0.02,-0.02,0.44,0.03,0.05,0.01,
0.155,0.02,-0.02,0.44,0.04,0.05,0.01,
0.155,0.02,-0.03,0.40,0.04,0.05,0.01,
0.157,0.02,-0.03,0.40,0.04,0.06,0.00,
0.16,0.02,-0.03,0.40,0.05,0.06,0.00,
0.171,0.00,-0.03,0.39,0.05,0.06,0.00,
0.171,0.00,-0.03,0.39,0.06,0.06,0.00,
0.172,-0.02,-0.03,0.32,0.06,0.06,0.00,
0.172,-0.02,-0.03,0.32,0.07,0.06,0.00,
0.172,-0.02,-0.03,0.32,0.07,0.06,0.00,
0.172,-0.02,-0.04,0.27,0.07,0.06,0.00,
0.172,-0.02,-0.04,0.27,0.08,0.06,0.00,
0.172,-0.02,-0.04,0.27,0.09,0.06,0.00,
0.175,-0.02,-0.04,0.27,0.09,0.07,0.00,
0.175,-0.02,-0.04,0.20,0.09,0.07,0.00,
0.177,-0.02,-0.04,0.20,0.10,0.07,0.00,
0.18,-0.02,-0.04,0.20,0.10,0.07,0.00,
0.18,0.00,-0.09,0.14,0.10,0.07,0.00,
0.183,0.00,-0.09,0.14,0.10,0.08,0.00,
0.185,-0.01,-0.12,0.09,0.10,0.08,0.00,
0.186,-0.01,-0.12,0.09,0.11,0.08,0.00,
